	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARDS	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	EXTRA	GOOGLE_ID	APPLE_ID
1086	TEAM_LEVEL_435	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1085	Once,FollowUp,HasTeamLevel(435)	TeamLevel(435)			TEAM_LEVEL_435
1087	TEAM_LEVEL_440	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1086	Once,FollowUp,HasTeamLevel(440)	TeamLevel(440)			TEAM_LEVEL_440
1088	TEAM_LEVEL_445	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1087	Once,FollowUp,HasTeamLevel(445)	TeamLevel(445)			TEAM_LEVEL_445
1089	TEAM_LEVEL_450	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1088	Once,FollowUp,HasTeamLevel(450)	TeamLevel(450)			TEAM_LEVEL_450
1090	TEAM_LEVEL_455	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1089	Once,FollowUp,HasTeamLevel(455)	TeamLevel(455)			TEAM_LEVEL_455
1091	TEAM_LEVEL_460	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1090	Once,FollowUp,HasTeamLevel(460)	TeamLevel(460)			TEAM_LEVEL_460
1092	TEAM_LEVEL_465	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1091	Once,FollowUp,HasTeamLevel(465)	TeamLevel(465)			TEAM_LEVEL_465
1093	TEAM_LEVEL_470	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1092	Once,FollowUp,HasTeamLevel(470)	TeamLevel(470)			TEAM_LEVEL_470
1094	TEAM_LEVEL_475	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1093	Once,FollowUp,HasTeamLevel(475)	TeamLevel(475)			TEAM_LEVEL_475
1095	TEAM_LEVEL_480	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1094	Once,FollowUp,HasTeamLevel(480)	TeamLevel(480)			TEAM_LEVEL_480
1096	TEAM_LEVEL_485	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1095	Once,FollowUp,HasTeamLevel(485)	TeamLevel(485)			TEAM_LEVEL_485
1097	TEAM_LEVEL_490	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1096	Once,FollowUp,HasTeamLevel(490)	TeamLevel(490)			TEAM_LEVEL_490
1098	TEAM_LEVEL_495	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1097	Once,FollowUp,HasTeamLevel(495)	TeamLevel(495)			TEAM_LEVEL_495
1099	TEAM_LEVEL_500	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1098	Once,FollowUp,HasTeamLevel(500)	TeamLevel(500)			TEAM_LEVEL_500
1100	TEAM_LEVEL_505	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1099	Once,FollowUp,HasTeamLevel(505)	TeamLevel(505)			TEAM_LEVEL_505
1101	TEAM_LEVEL_510	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1100	Once,FollowUp,HasTeamLevel(510)	TeamLevel(510)			TEAM_LEVEL_510
1102	TEAM_LEVEL_515	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1101	Once,FollowUp,HasTeamLevel(515)	TeamLevel(515)			TEAM_LEVEL_515
1103	TEAM_LEVEL_520	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1102	Once,FollowUp,HasTeamLevel(520)	TeamLevel(520)			TEAM_LEVEL_520
1104	TEAM_LEVEL_525	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1103	Once,FollowUp,HasTeamLevel(525)	TeamLevel(525)			TEAM_LEVEL_525
1105	TEAM_LEVEL_530	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1104	Once,FollowUp,HasTeamLevel(530)	TeamLevel(530)			TEAM_LEVEL_530
1106	TEAM_LEVEL_535	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1105	Once,FollowUp,HasTeamLevel(535)	TeamLevel(535)			TEAM_LEVEL_535
1107	TEAM_LEVEL_540	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1106	Once,FollowUp,HasTeamLevel(540)	TeamLevel(540)			TEAM_LEVEL_540
1108	TEAM_LEVEL_545	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1107	Once,FollowUp,HasTeamLevel(545)	TeamLevel(545)			TEAM_LEVEL_545
1109	TEAM_LEVEL_550	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1108	Once,FollowUp,HasTeamLevel(550)	TeamLevel(550)			TEAM_LEVEL_550
1110	TEAM_LEVEL_555	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1109	Once,FollowUp,HasTeamLevel(555)	TeamLevel(555)			TEAM_LEVEL_555
1111	TEAM_LEVEL_560	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1110	Once,FollowUp,HasTeamLevel(560)	TeamLevel(560)			TEAM_LEVEL_560
1112	TEAM_LEVEL_565	ACHIEVEMENT	2	team_level		5 GOLD_CHEST_ROLL_X10	1111	Once,FollowUp,HasTeamLevel(565)	TeamLevel(565)			TEAM_LEVEL_565
1200	CAMPAIGN_NORMAL_1_5	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=5	5 STONE_VANELLOPE		Once	CampaignWins(1)	chapter=1, level=5		
1201	CAMPAIGN_NORMAL_1_6	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=6	2 STONE_YAX	1200	Once,FollowUp	CampaignWins(1)	chapter=1, level=6		
1202	CAMPAIGN_NORMAL_1_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=7	5 STONE_VANELLOPE	1201	Once,FollowUp	CampaignWins(1)	chapter=1, level=7		
1203	CAMPAIGN_NORMAL_1_11	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=11	3 STONE_YAX	1202	Once,FollowUp	CampaignWins(1)	chapter=1, level=11		
1204	CAMPAIGN_NORMAL_1_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=13	10 DIAMONDS	1203	Once,FollowUp	CampaignWins(1)	chapter=1, level=13		
1205	CAMPAIGN_NORMAL_1_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=1&level=19	10 DIAMONDS	1204	Once,FollowUp	CampaignWins(1)	chapter=1, level=19		
1206	CAMPAIGN_NORMAL_2_2	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=2&level=2	4 STONE_YAX	1205	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=2, level=2		
1207	CAMPAIGN_NORMAL_2_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=2&level=7	10 DIAMONDS	1206	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=2, level=7		
1208	CAMPAIGN_NORMAL_2_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=2&level=13	10 DIAMONDS	1207	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=2, level=13		
1209	CAMPAIGN_NORMAL_2_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=2&level=19	10 DIAMONDS	1208	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=2, level=19		
1210	CAMPAIGN_NORMAL_3_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=3&level=7	10 DIAMONDS	1209	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=3, level=7		
1211	CAMPAIGN_NORMAL_3_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=3&level=13	10 DIAMONDS	1210	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=3, level=13		
1212	CAMPAIGN_NORMAL_3_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=3&level=19	10 DIAMONDS	1211	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=3, level=19		
1213	CAMPAIGN_NORMAL_4_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=4&level=7	10 DIAMONDS	1212	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=4, level=7		
1214	CAMPAIGN_NORMAL_4_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=4&level=13	10 DIAMONDS	1213	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=4, level=13		
1215	CAMPAIGN_NORMAL_4_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=4&level=19	10 DIAMONDS	1214	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=4, level=19		
1216	CAMPAIGN_NORMAL_5_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=5&level=7	10 DIAMONDS	1215	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=5, level=7		
1217	CAMPAIGN_NORMAL_5_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=5&level=13	10 DIAMONDS	1216	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=5, level=13		
1218	CAMPAIGN_NORMAL_5_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=5&level=19	10 DIAMONDS	1217	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=5, level=19		
1219	CAMPAIGN_NORMAL_6_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=6&level=7	10 DIAMONDS	1218	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=6, level=7		
1220	CAMPAIGN_NORMAL_6_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=6&level=13	10 DIAMONDS	1219	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=6, level=13		
1221	CAMPAIGN_NORMAL_6_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=6&level=19	10 DIAMONDS	1220	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=6, level=19		
1222	CAMPAIGN_NORMAL_7_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=7&level=7	10 DIAMONDS	1221	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=7, level=7		
1223	CAMPAIGN_NORMAL_7_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=7&level=13	10 DIAMONDS	1222	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=7, level=13		
1224	CAMPAIGN_NORMAL_7_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=7&level=19	10 DIAMONDS	1223	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=7, level=19		
1225	CAMPAIGN_NORMAL_8_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=8&level=7	10 DIAMONDS	1224	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=8, level=7		
1226	CAMPAIGN_NORMAL_8_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=8&level=13	10 DIAMONDS	1225	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=8, level=13		
1227	CAMPAIGN_NORMAL_8_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=8&level=19	10 DIAMONDS	1226	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=8, level=19		
1228	CAMPAIGN_NORMAL_9_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=9&level=7	10 DIAMONDS	1227	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=9, level=7		
1229	CAMPAIGN_NORMAL_9_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=9&level=13	10 DIAMONDS	1228	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=9, level=13		
1230	CAMPAIGN_NORMAL_9_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=9&level=19	10 DIAMONDS	1229	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=9, level=19		
1231	CAMPAIGN_NORMAL_10_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=10&level=7	10 DIAMONDS	1230	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=10, level=7		
1232	CAMPAIGN_NORMAL_10_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=10&level=13	10 DIAMONDS	1231	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=10, level=13		
1233	CAMPAIGN_NORMAL_10_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=10&level=19	10 DIAMONDS	1232	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=10, level=19		
1234	CAMPAIGN_NORMAL_11_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=11&level=7	10 DIAMONDS	1233	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=11, level=7		
1235	CAMPAIGN_NORMAL_11_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=11&level=13	10 DIAMONDS	1234	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=11, level=13		
1236	CAMPAIGN_NORMAL_11_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=11&level=19	10 DIAMONDS	1235	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=11, level=19		
1237	CAMPAIGN_NORMAL_12_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=12&level=7	10 DIAMONDS	1236	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=12, level=7		
1238	CAMPAIGN_NORMAL_12_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=12&level=13	10 DIAMONDS	1237	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=12, level=13		
1239	CAMPAIGN_NORMAL_12_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=12&level=19	10 DIAMONDS	1238	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=12, level=19		
1240	CAMPAIGN_NORMAL_13_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=13&level=7	10 DIAMONDS	1239	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=13, level=7		
1241	CAMPAIGN_NORMAL_13_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=13&level=13	10 DIAMONDS	1240	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=13, level=13		
1242	CAMPAIGN_NORMAL_13_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=13&level=19	10 DIAMONDS	1241	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=13, level=19		
1243	CAMPAIGN_NORMAL_14_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=14&level=7	10 DIAMONDS	1242	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=14, level=7		
1244	CAMPAIGN_NORMAL_14_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=14&level=13	10 DIAMONDS	1243	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=14, level=13		
1245	CAMPAIGN_NORMAL_14_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=14&level=19	10 DIAMONDS	1244	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=14, level=19		
1246	CAMPAIGN_NORMAL_15_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=15&level=7	10 DIAMONDS	1245	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=15, level=7		
1247	CAMPAIGN_NORMAL_15_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=15&level=13	10 DIAMONDS	1246	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=15, level=13		
1248	CAMPAIGN_NORMAL_15_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=15&level=19	10 DIAMONDS	1247	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=15, level=19		
1249	CAMPAIGN_NORMAL_16_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=16&level=7	10 DIAMONDS	1248	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=16, level=7		
1250	CAMPAIGN_NORMAL_16_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=16&level=13	10 DIAMONDS	1249	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=16, level=13		
1251	CAMPAIGN_NORMAL_16_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=16&level=19	10 DIAMONDS	1250	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=16, level=19		
1252	CAMPAIGN_NORMAL_17_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=17&level=7	11 DIAMONDS	1251	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=17, level=7		
1253	CAMPAIGN_NORMAL_17_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=17&level=13	12 DIAMONDS	1252	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=17, level=13		
1254	CAMPAIGN_NORMAL_17_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=17&level=19	13 DIAMONDS	1253	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=17, level=19		
1255	CAMPAIGN_NORMAL_18_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=18&level=7	14 DIAMONDS	1254	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=18, level=7		
1256	CAMPAIGN_NORMAL_18_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=18&level=13	15 DIAMONDS	1255	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=18, level=13		
1257	CAMPAIGN_NORMAL_18_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=18&level=19	16 DIAMONDS	1256	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=18, level=19		
1258	CAMPAIGN_NORMAL_19_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=19&level=7	16 DIAMONDS	1257	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=19, level=7		
1259	CAMPAIGN_NORMAL_19_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=19&level=13	16 DIAMONDS	1258	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=19, level=13		
1260	CAMPAIGN_NORMAL_19_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=19&level=19	16 DIAMONDS	1259	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=19, level=19		
1261	CAMPAIGN_NORMAL_20_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=20&level=7	16 DIAMONDS	1260	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=20, level=7		
1262	CAMPAIGN_NORMAL_20_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=20&level=13	16 DIAMONDS	1261	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=20, level=13		
1263	CAMPAIGN_NORMAL_20_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=20&level=19	16 DIAMONDS	1262	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=20, level=19		
1264	CAMPAIGN_NORMAL_21_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=21&level=7	16 DIAMONDS	1263	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=21, level=7		
1265	CAMPAIGN_NORMAL_21_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=21&level=13	16 DIAMONDS	1264	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=21, level=13		
1266	CAMPAIGN_NORMAL_21_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=21&level=19	16 DIAMONDS	1265	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=21, level=19		
1267	CAMPAIGN_NORMAL_22_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=22&level=7	16 DIAMONDS	1266	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=22, level=7		
1268	CAMPAIGN_NORMAL_22_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=22&level=13	16 DIAMONDS	1267	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=22, level=13		
1269	CAMPAIGN_NORMAL_22_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=22&level=19	16 DIAMONDS	1268	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=22, level=19		
1270	CAMPAIGN_NORMAL_23_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=23&level=7	16 DIAMONDS	1269	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=23, level=7		
1271	CAMPAIGN_NORMAL_23_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=23&level=13	16 DIAMONDS	1270	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=23, level=13		
1272	CAMPAIGN_NORMAL_23_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=23&level=19	16 DIAMONDS	1271	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=23, level=19		
1273	CAMPAIGN_NORMAL_24_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=24&level=7	16 DIAMONDS	1272	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=24, level=7		
1274	CAMPAIGN_NORMAL_24_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=24&level=13	16 DIAMONDS	1273	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=24, level=13		
1275	CAMPAIGN_NORMAL_24_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=24&level=19	16 DIAMONDS	1274	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=24, level=19		
1276	CAMPAIGN_NORMAL_25_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=25&level=7	16 DIAMONDS	1275	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=25, level=7		
1277	CAMPAIGN_NORMAL_25_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=25&level=13	16 DIAMONDS	1276	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=25, level=13		
1278	CAMPAIGN_NORMAL_25_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=25&level=19	16 DIAMONDS	1277	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=25, level=19		
1279	CAMPAIGN_NORMAL_26_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=26&level=7	16 DIAMONDS	1278	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=26, level=7		
1280	CAMPAIGN_NORMAL_26_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=26&level=13	16 DIAMONDS	1279	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=26, level=13		
1281	CAMPAIGN_NORMAL_26_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=26&level=19	16 DIAMONDS	1280	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=26, level=19		
1282	CAMPAIGN_NORMAL_27_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=27&level=7	16 DIAMONDS	1281	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=27, level=7		
1283	CAMPAIGN_NORMAL_27_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=27&level=13	16 DIAMONDS	1282	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=27, level=13		
1284	CAMPAIGN_NORMAL_27_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=27&level=19	16 DIAMONDS	1283	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=27, level=19		
1285	CAMPAIGN_NORMAL_28_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=28&level=7	16 DIAMONDS	1284	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=28, level=7		
1286	CAMPAIGN_NORMAL_28_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=28&level=13	16 DIAMONDS	1285	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=28, level=13		
1287	CAMPAIGN_NORMAL_28_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=28&level=19	16 DIAMONDS	1286	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=28, level=19		
1288	CAMPAIGN_NORMAL_29_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=29&level=7	16 DIAMONDS	1287	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=29, level=7		
1289	CAMPAIGN_NORMAL_29_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=29&level=13	16 DIAMONDS	1288	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=29, level=13		
1290	CAMPAIGN_NORMAL_29_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=29&level=19	16 DIAMONDS	1289	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=29, level=19		
1291	CAMPAIGN_NORMAL_30_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=30&level=7	16 DIAMONDS	1290	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=30, level=7		
1292	CAMPAIGN_NORMAL_30_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=30&level=13	16 DIAMONDS	1291	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=30, level=13		
1293	CAMPAIGN_NORMAL_30_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=30&level=19	16 DIAMONDS	1292	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=30, level=19		
1294	CAMPAIGN_NORMAL_31_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=31&level=7	16 DIAMONDS	1293	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=31, level=7		
1295	CAMPAIGN_NORMAL_31_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=31&level=13	16 DIAMONDS	1294	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=31, level=13		
1296	CAMPAIGN_NORMAL_31_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=31&level=19	16 DIAMONDS	1295	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=31, level=19		
1297	CAMPAIGN_NORMAL_32_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=32&level=7	16 DIAMONDS	1296	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=32, level=7		
1298	CAMPAIGN_NORMAL_32_13	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=32&level=13	16 DIAMONDS	1297	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=32, level=13		
1299	CAMPAIGN_NORMAL_32_19	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=32&level=19	16 DIAMONDS	1298	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=32, level=19		
1300	CAMPAIGN_NORMAL_33_7	ACHIEVEMENT	3	normal_campaign	campaign/NORMAL?chapter=33&level=7	16 DIAMONDS	1299	Once,FollowUp,HasChapter	CampaignWins(1)	chapter=33, level=7		
