	TIER_1_TAGS	TIER_3_TAGS	TIER_4_TAGS	FRANCHISE	SKILL_1	SKILL_2	SKILL_3	SKILL_4	SKILL_5	PRIME_BADGE	PATCH_TALENT_1	PATCH_TALENT_2	PATCH_TALENT_3	PATCH_TALENT_4	PATCH_TALENT_5
BELLE	DPS_ROLE,YELLOW_TEAM,BEAUTY_AND_THE_BEAST,PRINCESS,FANTASTIC_DAMAGE,ENERGY_SELF,HARDY,SHIELD_SELF,DAMAGE_INCREASE,NORMAL_DAMAGE,SKILL_POWER_INCREASE,SAP,KNOCKBACK,ATTACK_SPEED_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,SAP,SHIELD_TEAM,SHIELD_SELF,IMMUNITY,REMOVE_BUFF	BEAUTY_AND_THE_BEAST,PRINCESS	FANTASTIC_DAMAGE,ENERGY_SELF,HARDY	SHIELD_SELF,ENERGY_SELF,DAMAGE_INCREASE	NORMAL_DAMAGE,SKILL_POWER_INCREASE,SAP,KNOCKBACK	ATTACK_SPEED_INCREASE	HARDY,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,SHIELD_SELF	SKILL_POWER_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	SAP	SHIELD_TEAM	SHIELD_SELF,IMMUNITY	IMMUNITY,REMOVE_BUFF
BO_PEEP	TANK_ROLE,BLUE_TEAM,TOY_STORY,NORMAL_DAMAGE,KNOCKBACK,FANTASTIC_DAMAGE,BLIND,ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	IMMUNITY,INCREASED_DAMAGE_DEALT,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REMOVE_BUFF	TOY_STORY	NORMAL_DAMAGE,KNOCKBACK	FANTASTIC_DAMAGE,BLIND,KNOCKBACK	NORMAL_DAMAGE		ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	IMMUNITY	IMMUNITY	INCREASED_DAMAGE_DEALT	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,REMOVE_BUFF
BOLT	DPS_ROLE,RED_TEAM,BOLT,NORMAL_DAMAGE,KNOCKBACK,BLIND,ARMOR_DECREASE,STUN,ENERGY_REMOVAL,ENERGY_SELF,TRUE_DAMAGE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,TENACITY_DECREASE,EVASION_DECREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,IMMUNITY,SILENCE,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	BOLT	NORMAL_DAMAGE,KNOCKBACK,BLIND	NORMAL_DAMAGE,ARMOR_DECREASE	NORMAL_DAMAGE,STUN,ENERGY_REMOVAL,ENERGY_SELF	TRUE_DAMAGE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	NORMAL_DAMAGE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,TENACITY_DECREASE,EVASION_DECREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE	IMMUNITY	SILENCE	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	
BOWLER_HAT_GUY	CONTROL_ROLE,BLUE_TEAM,MEET_THE_ROBINSONS,ARMOR_DECREASE,REALITY_DECREASE,PIERCE,SHIELD_SELF,NORMAL_DAMAGE,CHARM,WEAKNESS,CLEANSE,ARMOR_INCREASE,REALITY_INCREASE,ENERGIZE,SCARE,MAX_HP_INCREASE,HEAL_SELF,FANTASTIC_DAMAGE,HARDY,DAMAGE_INCREASE	REFLECT,MAX_HP_INCREASE,DAMAGE_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,WEAKNESS,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	MEET_THE_ROBINSONS	ARMOR_DECREASE,REALITY_DECREASE,PIERCE,SHIELD_SELF	NORMAL_DAMAGE,CHARM,WEAKNESS	CLEANSE,ARMOR_INCREASE,REALITY_INCREASE,ENERGIZE	SCARE,MAX_HP_INCREASE,HEAL_SELF	FANTASTIC_DAMAGE,HARDY,MAX_HP_INCREASE,DAMAGE_INCREASE	REFLECT,MAX_HP_INCREASE,DAMAGE_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	WEAKNESS	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	
BRUNO_MADRIGAL	SUPPORT_ROLE,BLUE_TEAM,ENCANTO,FANTASTIC_DAMAGE,SHIELD_SELF,REFLECT,CONFUSION,REDUCED_DAMAGE_TAKEN,NORMAL_DAMAGE,REMOVE_BUFF,KNOCKBACK,STUN,SCARE,REALITY_INCREASE,FATIGUE,SKILL_POWER_INCREASE,SHIELD_TEAM,IMMUNITY,ARMOR_INCREASE,CLEANSE,MAX_HP_INCREASE	EVASION_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REALITY_DECREASE,REALITY_INCREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,SHIELD_SELF,IMMUNITY,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ENCANTO	FANTASTIC_DAMAGE,SHIELD_SELF,REFLECT,CONFUSION,REDUCED_DAMAGE_TAKEN	NORMAL_DAMAGE,REMOVE_BUFF,KNOCKBACK,STUN	REMOVE_BUFF,STUN,SCARE,REALITY_INCREASE,FATIGUE	SKILL_POWER_INCREASE,SHIELD_TEAM,IMMUNITY,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE,SHIELD_TEAM,REFLECT,CONFUSION,MAX_HP_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE	EVASION_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REALITY_DECREASE	REALITY_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	SHIELD_SELF,IMMUNITY	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
BUNSEN_AND_BEAKER	DPS_ROLE,BLUE_TEAM,MUPPETS,NORMAL_DAMAGE,FANTASTIC_DAMAGE,BLIND,ENERGY_SELF,HEAL_SELF,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	INCREASED_DAMAGE_DEALT,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MUPPETS	NORMAL_DAMAGE	FANTASTIC_DAMAGE,BLIND	ENERGY_SELF,HEAL_SELF,ATTACK_SPEED_INCREASE		FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	
BUZZ	DPS_ROLE,BLUE_TEAM,TOY_STORY,NORMAL_DAMAGE,STUN,KNOCKBACK,BLIND,DAMAGE_INCREASE,ARMOR_INCREASE	ARMOR_INCREASE,DAMAGE_INCREASE,ENERGIZE	ARMOR_DECREASE,IMMUNITY,INCREASED_DAMAGE_DEALT,INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	TOY_STORY	NORMAL_DAMAGE	STUN	NORMAL_DAMAGE,KNOCKBACK	NORMAL_DAMAGE	BLIND,DAMAGE_INCREASE,ARMOR_INCREASE,NORMAL_DAMAGE	ARMOR_INCREASE,DAMAGE_INCREASE,ENERGIZE	ARMOR_DECREASE	IMMUNITY	INCREASED_DAMAGE_DEALT	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	
CALHOUN	DPS_ROLE,BLUE_TEAM,WRECK_IT_RALPH,NORMAL_DAMAGE,DAMAGE_OVER_TIME,DAMAGE_INCREASE,FATIGUE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,SHIELD_TEAM	INCREASED_DAMAGE_DEALT,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	WRECK_IT_RALPH	NORMAL_DAMAGE	NORMAL_DAMAGE	NORMAL_DAMAGE,DAMAGE_OVER_TIME	DAMAGE_INCREASE	FATIGUE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,DAMAGE_OVER_TIME	DAMAGE_INCREASE,MAX_HP_INCREASE,SHIELD_TEAM	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	
CANDACE_FLYNN	CONTROL_ROLE,RED_TEAM,PHINEAS_AND_FERB,NORMAL_DAMAGE,REMOVE_BUFF,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,LIMIT,DAMAGE_INCREASE,SKILL_POWER_INCREASE,TENACITY_DECREASE,EVASION_DECREASE,PRECISE,OVERLOAD,BERSERK,DISTRACT,FATIGUE,DECAY,DAMAGE_DECREASE,SKILL_POWER_DECREASE,INVINCIBLE,SHIELD_SELF,MAX_HP_INCREASE,TENACITY_INCREASE,EVASION_INCREASE	HEAL_OVER_TIME_SELF,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,TRUE_DAMAGE,STUN	PHINEAS_AND_FERB	NORMAL_DAMAGE,REMOVE_BUFF	NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,LIMIT,DAMAGE_INCREASE,SKILL_POWER_INCREASE,TENACITY_DECREASE,EVASION_DECREASE,PRECISE,OVERLOAD	BERSERK,DISTRACT,FATIGUE,DECAY,DAMAGE_DECREASE,SKILL_POWER_DECREASE,REMOVE_BUFF,DAMAGE_INCREASE,SKILL_POWER_INCREASE	INVINCIBLE	SHIELD_SELF,MAX_HP_INCREASE,TENACITY_INCREASE,EVASION_INCREASE	HEAL_OVER_TIME_SELF,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	TRUE_DAMAGE,STUN
CAPTAIN_AMELIA	DPS_ROLE,RED_TEAM,TREASURE_PLANET,SAP,ATTACK_SPEED_INCREASE,NORMAL_DAMAGE,DAMAGE_INCREASE,ENERGY_SELF,NORMAL_CRIT_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	SAP,DAMAGE_INCREASE,SKILL_POWER_INCREASE,HEAL_SELF,REMOVE_BUFF,SHATTER,PIERCE	TREASURE_PLANET		SAP,ATTACK_SPEED_INCREASE	NORMAL_DAMAGE	DAMAGE_INCREASE	ENERGY_SELF,NORMAL_CRIT_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	SAP	DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_SELF		REMOVE_BUFF,SHATTER,PIERCE
CAPTAIN_HOOK	CONTROL_ROLE,RED_TEAM,PETER_PAN,NORMAL_DAMAGE,INVINCIBLE,FANTASTIC_DAMAGE,SAP,STUDY,ARMOR_DECREASE,ENERGY_SELF,DAMAGE_DECREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,REALITY_INCREASE,HARDY	SAP,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,TRUE_DAMAGE,STUN	PETER_PAN	NORMAL_DAMAGE,INVINCIBLE	FANTASTIC_DAMAGE,SAP	STUDY,ARMOR_DECREASE	ENERGY_SELF	SAP,DAMAGE_DECREASE,ARMOR_DECREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,REALITY_INCREASE,HARDY	SAP	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	TRUE_DAMAGE,STUN
CARL	TANK_ROLE,RED_TEAM,UP,FANTASTIC_DAMAGE,KNOCKBACK,ENERGY_REMOVAL,STUN,SILENCE,FATIGUE,NORMAL_DAMAGE,SAP,REDUCED_DAMAGE_TAKEN,REALITY_DECREASE,ENERGY_SELF,MAX_HP_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,HEAL_SELF	SAP,DAMAGE_DECREASE,SKILL_POWER_DECREASE,IMMUNITY,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,CLEANSE,HEAL_TEAM,REMOVE_BUFF,WEAKNESS,HEX	UP	FANTASTIC_DAMAGE,KNOCKBACK,ENERGY_REMOVAL,STUN	FANTASTIC_DAMAGE,SILENCE,FATIGUE	NORMAL_DAMAGE,SAP	REDUCED_DAMAGE_TAKEN	NORMAL_DAMAGE,REALITY_DECREASE,ENERGY_SELF,MAX_HP_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE	MAX_HP_INCREASE,REALITY_INCREASE,HEAL_SELF	SAP	DAMAGE_DECREASE,SKILL_POWER_DECREASE	IMMUNITY	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	CLEANSE,HEAL_TEAM,REMOVE_BUFF,WEAKNESS,HEX
CARL_THE_ROBOT	DPS_ROLE,BLUE_TEAM,MEET_THE_ROBINSONS,TRUE_DAMAGE,NORMAL_DAMAGE,REMOVE_BUFF,STUN,COPY_BUFF,DAMAGE_INCREASE,SKILL_POWER_INCREASE,FATIGUE,MAX_HP_INCREASE,ARMOR_INCREASE,CRIT_DAMAGE_INCREASE	NORMAL_CRIT_INCREASE,DAMAGE_INCREASE	INCREASED_DAMAGE_DEALT,CLEANSE,HEAL_TEAM,REMOVE_BUFF,WEAKNESS,HEX,IMMUNITY	MEET_THE_ROBINSONS	TRUE_DAMAGE,NORMAL_DAMAGE,REMOVE_BUFF	NORMAL_DAMAGE	NORMAL_DAMAGE,STUN	COPY_BUFF,DAMAGE_INCREASE,SKILL_POWER_INCREASE	FATIGUE,,MAX_HP_INCREASE,ARMOR_INCREASE,CRIT_DAMAGE_INCREASE	NORMAL_CRIT_INCREASE,DAMAGE_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	CLEANSE,HEAL_TEAM,REMOVE_BUFF,WEAKNESS,HEX	IMMUNITY,REMOVE_BUFF
CHEF_SKINNER	TANK_ROLE,YELLOW_TEAM,RATATOUILLE,FANTASTIC_DAMAGE,NORMAL_DAMAGE,SHATTER,ARMOR_DECREASE,REALITY_DECREASE,SHIELD_SELF,CLEANSE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,TRUE_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	BERSERK,REALITY_INCREASE,MAX_HP_INCREASE	REDUCED_DAMAGE_DEALT,SHIELD_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	RATATOUILLE	FANTASTIC_DAMAGE,NORMAL_DAMAGE,SHATTER	ARMOR_DECREASE,REALITY_DECREASE,SHIELD_SELF	CLEANSE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	TRUE_DAMAGE	FANTASTIC_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	BERSERK,REALITY_INCREASE,MAX_HP_INCREASE	REDUCED_DAMAGE_DEALT	SHIELD_TEAM	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE		IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF
CHERNABOG	CONTROL_ROLE,RED_TEAM,FANTASIA,FANTASTIC_DAMAGE,INVINCIBLE,IMMUNITY,MAX_HP_INCREASE,REDUCED_DAMAGE_DEALT,INCREASED_DAMAGE_TAKEN,VULNERABLE,DAMAGE_OVER_TIME,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,ENERGY_SELF,ENERGY_REMOVAL,SAP,ENERGIZE,SCARE,SHATTER,PIERCE,CONFUSION,INCREASED_DAMAGE_DEALT,COPY_BUFF,REMOVE_BUFF,REALITY_DECREASE,SKILL_POWER_INCREASE	FANTASTIC_CRIT_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE,ARMOR_INCREASE,SAP,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	FANTASIA	FANTASTIC_DAMAGE,INVINCIBLE,IMMUNITY,MAX_HP_INCREASE,REDUCED_DAMAGE_DEALT,INCREASED_DAMAGE_TAKEN,VULNERABLE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,IMMUNITY,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	FANTASTIC_DAMAGE,ENERGY_SELF,ENERGY_REMOVAL,SAP,ENERGIZE,SCARE,SHATTER,PIERCE	FANTASTIC_DAMAGE,CONFUSION,INCREASED_DAMAGE_DEALT	FANTASTIC_DAMAGE,COPY_BUFF,REMOVE_BUFF,INVINCIBLE,REALITY_DECREASE,IMMUNITY,,SKILL_POWER_INCREASE,MAX_HP_INCREASE	FANTASTIC_CRIT_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE	ARMOR_INCREASE	SAP	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	REMOVE_BUFF
CHESHIRE_CAT	CONTROL_ROLE,BLUE_TEAM,ALICE_IN_WONDERLAND,FANTASTIC_DAMAGE,SAP,STUN,HEAL_SELF,ENERGY_SELF,NORMAL_DAMAGE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,HEAL_SELF	SAP,IMMUNITY,HEAL_TEAM,INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,CURSE,INCREASED_DAMAGE_DEALT	ALICE_IN_WONDERLAND	FANTASTIC_DAMAGE,SAP	FANTASTIC_DAMAGE,STUN	HEAL_SELF,ENERGY_SELF	NORMAL_DAMAGE,STUN	SAP,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,HEAL_SELF	SAP	IMMUNITY	HEAL_TEAM	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	SAP,CURSE,INCREASED_DAMAGE_DEALT
CHICKEN_LITTLE	DPS_ROLE,YELLOW_TEAM,CHICKEN_LITTLE,NORMAL_DAMAGE,TRUE_DAMAGE,WEAKNESS,CORRUPTION,PRECISE,ENERGIZE,STUN,ENERGY_SELF,FANTASTIC_DAMAGE,MOST_WANTED,DAMAGE_OVER_TIME,ARMOR_DECREASE,BLIND,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,IMMUNITY,REALITY_INCREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	HEAL_SELF,ARMOR_DECREASE,SILENCE,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,REMOVE_BUFF,SHATTER,PIERCE	CHICKEN_LITTLE	NORMAL_DAMAGE,TRUE_DAMAGE,WEAKNESS,CORRUPTION	NORMAL_DAMAGE,PRECISE,ENERGIZE,STUN,ENERGY_SELF	NORMAL_DAMAGE,FANTASTIC_DAMAGE,MOST_WANTED,DAMAGE_OVER_TIME,STUN,ARMOR_DECREASE	BLIND,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	NORMAL_DAMAGE,BLIND,IMMUNITY,REALITY_INCREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	HEAL_SELF	ARMOR_DECREASE	SILENCE	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	REMOVE_BUFF,SHATTER,PIERCE
CHIEF_BOGO	TANK_ROLE,YELLOW_TEAM,ZOOTOPIA,SHIELD_SELF,NORMAL_DAMAGE,STUN,FANTASTIC_DAMAGE,BLIND,HEAL_SELF,REALITY_INCREASE,SKILL_POWER_INCREASE,HEAL_TEAM,MAX_HP_INCREASE,ARMOR_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,HARDY	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,HEAL_TEAM,SHIELD_TEAM,SHIELD_SELF,IMMUNITY,REMOVE_BUFF	ZOOTOPIA	SHIELD_SELF	NORMAL_DAMAGE,STUN	FANTASTIC_DAMAGE,BLIND	HEAL_SELF,REALITY_INCREASE,SKILL_POWER_INCREASE	HEAL_TEAM,STUN,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,HARDY	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	HEAL_TEAM	SHIELD_TEAM	SHIELD_SELF,IMMUNITY	IMMUNITY,REMOVE_BUFF
CHIP_AND_DALE	SUPPORT_ROLE,YELLOW_TEAM,CHIP_AND_DALE_RESCUE_RANGERS,NORMAL_DAMAGE,STUN,ENERGIZE,ENERGY_SELF,HEAL_TEAM,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,HARDY,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,PRECISE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,IMMUNITY,REMOVE_BUFF,TENACITY_DECREASE,WEAKNESS	CHIP_AND_DALE_RESCUE_RANGERS		NORMAL_DAMAGE,STUN	NORMAL_DAMAGE,ENERGIZE	ENERGY_SELF,HEAL_TEAM	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,HARDY,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	PRECISE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	IMMUNITY,REMOVE_BUFF	TENACITY_DECREASE,WEAKNESS
CINDERELLA	CONTROL_ROLE,BLUE_TEAM,CINDERELLA,PRINCESS,BLIND,ENERGY_SELF,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,HARDY,CLEANSE,SHIELD_SELF,SHIELD_TEAM,HEAL_SELF,NORMAL_DAMAGE,FANTASTIC_DAMAGE,REMOVE_BUFF,STUN,ARMOR_DECREASE,REALITY_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,FATIGUE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	IMMUNITY,HEAL_TEAM,HARDY,REDUCED_DAMAGE_TAKEN,INVINCIBLE,HEAL_OVER_TIME_SELF	CINDERELLA,PRINCESS	BLIND,ENERGY_SELF,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,HARDY,CLEANSE,SHIELD_SELF,SHIELD_TEAM	CLEANSE,HEAL_SELF,ENERGY_SELF,SKILL_POWER_INCREASE,DAMAGE_INCREASE	NORMAL_DAMAGE,FANTASTIC_DAMAGE,REMOVE_BUFF,STUN,ARMOR_DECREASE,REALITY_DECREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SHIELD_SELF,SHIELD_TEAM,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	NORMAL_DAMAGE,FANTASTIC_DAMAGE,HARDY,REMOVE_BUFF,FATIGUE,STUN,SKILL_POWER_DECREASE,DAMAGE_DECREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	IMMUNITY	HEAL_TEAM	IMMUNITY	HARDY,REDUCED_DAMAGE_TAKEN	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF
CLAWHAUSER	TANK_ROLE,YELLOW_TEAM,ZOOTOPIA,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE,NORMAL_DAMAGE,HEAL_SELF,ARMOR_INCREASE,ATTACK_SPEED_INCREASE,REALITY_INCREASE,SHIELD_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF	REALITY_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,REFLECT,HEAL_SELF	ZOOTOPIA	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE	NORMAL_DAMAGE,HEAL_SELF,ARMOR_INCREASE	ATTACK_SPEED_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE	SHIELD_SELF,DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF	REALITY_INCREASE	ARMOR_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	REFLECT,HEAL_SELF
