	EQUIP_HERO	GIFTING_HERO	COLOR	TAGS	LEVEL_TAGS	STAR_TAGS
CHEF_SKINNER_DAMAGE	CHEF_SKINNER	MARY_SANDERSON	PURPLE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,STUN	DAMAGE_INCREASE,SKILL_POWER_INCREASE	STUN
SWEETUMS_HP	SWEETUMS	KERMIT	ICE_BLUE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,HEAL_OVER_TIME_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE	HEAL_OVER_TIME_SELF
SWEETUMS_FATIGUE	SWEETUMS	MR_BIG_AND_KOSLOV	ORANGE	ARMOR_INCREASE,DAMAGE_INCREASE,FATIGUE	ARMOR_INCREASE,DAMAGE_INCREASE	FATIGUE
ABU_DAMAGE_REDUCTION	ABU	ALADDIN	RED	EVASION_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,REDUCED_DAMAGE_DEALT	EVASION_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	REDUCED_DAMAGE_DEALT
ABU_HEAL	ABU	JOHN_SILVER	YELLOW	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,HEAL_SELF	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	HEAL_SELF
JAKE_LONG_TANK	JAKE_LONG	MEILIN_LEE	RED	ARMOR_INCREASE,REALITY_INCREASE,TENACITY_INCREASE,REDUCED_DAMAGE_TAKEN	ARMOR_INCREASE,REALITY_INCREASE,TENACITY_INCREASE	REDUCED_DAMAGE_TAKEN
JAKE_LONG_HEAL	JAKE_LONG	SISU	GREEN	EVASION_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE,HEAL_SELF	EVASION_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE	HEAL_SELF
MONKEY_FIST_SUPPORT	MONKEY_FIST	RON_STOPPABLE	GREEN	EVASION_INCREASE,TENACITY_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CLEANSE,HEAL_TEAM,HARDY,INCREASED_DAMAGE_DEALT,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,INVISIBLE	EVASION_INCREASE,TENACITY_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE,HEAL_TEAM,HARDY,INCREASED_DAMAGE_DEALT,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,INVISIBLE
MONKEY_FIST_DAMAGE	MONKEY_FIST	JOHN_SILVER	ORANGE	DAMAGE_INCREASE,LIMIT,WEAKNESS	DAMAGE_INCREASE	LIMIT,WEAKNESS
COGSWORTH_AND_LUMIERE_SPEED	COGSWORTH_AND_LUMIERE	BEAST	YELLOW	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
COGSWORTH_AND_LUMIERE_DOT	COGSWORTH_AND_LUMIERE	BUNSEN_AND_BEAKER	BLUE	MAX_HP_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME	MAX_HP_INCREASE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME
TIANA_CHARM_BUFF	TIANA	DR_FACILIER	PURPLE	ARMOR_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,CHARM	ARMOR_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	CHARM
TIANA_LONGER_SHIELDS	TIANA	CINDERELLA	GREEN	REALITY_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	REALITY_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	
NEGADUCK_WEAKNESS	NEGADUCK	DARKWING_DUCK	PURPLE	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,REMOVE_BUFF,WEAKNESS	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE	REMOVE_BUFF,WEAKNESS
NEGADUCK_TANKY	NEGADUCK	THE_HORNED_KING	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CLEANSE,REFLECT	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE,REFLECT
PEGASUS_SPEED	PEGASUS	HERCULES	YELLOW	ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,ENERGIZE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE	ENERGIZE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
PEGASUS_DETERMINATION	PEGASUS	MAXIMUS	ORANGE	ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
BOWLER_HAT_GUY_DAMAGE	BOWLER_HAT_GUY	MAD_HATTER	PURPLE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	NORMAL_DAMAGE
BOWLER_HAT_GUY_SHATTER	BOWLER_HAT_GUY	SHEGO	GREEN	REALITY_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,DAMAGE_DECREASE,SHATTER	REALITY_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,DAMAGE_DECREASE	SHATTER
ROSE_COMBO	ROSE	JAKE_LONG	RED	ARMOR_INCREASE,REALITY_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_INCREASE,REALITY_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE
ROSE_SKILL1_BUFF	ROSE	JUMBA	BLUE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,REFLECT	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,REALITY_DECREASE,REFLECT
KUZCO_HEALING	KUZCO	CAPTAIN_AMELIA	ORANGE	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,HEAL_TEAM	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	HEAL_TEAM
KUZCO_DAMAGE	KUZCO	CARL	RED	DAMAGE_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	
DANTE_TANK	DANTE	BAYMAX	ICE_BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REDUCED_DAMAGE_TAKEN
DANTE_DETERMINED	DANTE	HERCULES	YELLOW	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,DETERMINATION	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	DETERMINATION
EDA_CLAWTHORNE_SHIELDS	EDA_CLAWTHORNE	FAIRY_GODMOTHER	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
EDA_CLAWTHORNE_RESILIENCE	EDA_CLAWTHORNE	MEILIN_LEE	RED	ARMOR_INCREASE,REALITY_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HEAL_SELF,HEAL_TEAM	ARMOR_INCREASE,REALITY_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	HEAL_SELF,HEAL_TEAM
SHERE_KHAN_SLOW	SHERE_KHAN	SCAR	ORANGE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,DECAY,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	DECAY,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
SHERE_KHAN_SKILL3	SHERE_KHAN	BAGHEERA	PURPLE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CLEANSE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE
LUZ_NOCEDA_SKILL2_BUFF	LUZ_NOCEDA	EDA_CLAWTHORNE	TEAL	ARMOR_DECREASE,REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE,ENERGY_REMOVAL,SAP,DRAIN	ARMOR_DECREASE,REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE	ENERGY_REMOVAL,SAP,DRAIN
LUZ_NOCEDA_HEAL	LUZ_NOCEDA	PHIL	YELLOW	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HEAL_SELF,HEAL_TEAM
DR_DOOFENSHMIRTZ_COOLDOWN	DR_DOOFENSHMIRTZ	AGENT_P	GREEN	SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	
DR_DOOFENSHMIRTZ_SKILL2_BUFF	DR_DOOFENSHMIRTZ	THE_HORNED_KING	PURPLE	REALITY_DECREASE,TENACITY_DECREASE,DISTRACT	REALITY_DECREASE,TENACITY_DECREASE	DISTRACT
MAX_GOOF_DODGE	MAX_GOOF	LUZ_NOCEDA	PURPLE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,DODGE,ENERGY_SELF	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	DODGE,ENERGY_SELF
MAX_GOOF_DAMAGE	MAX_GOOF	DR_DOOFENSHMIRTZ	GREEN	TRUE_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,REDUCED_DAMAGE_TAKEN	TRUE_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	REDUCED_DAMAGE_TAKEN
MCLEACH_SKILL2_BUFF	MCLEACH	SHERIFF_OF_NOTTINGHAM	YELLOW	DAMAGE_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,MOST_WANTED,REMOVE_BUFF,DECAY	DAMAGE_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	MOST_WANTED,REMOVE_BUFF,DECAY
MCLEACH_HEAL	MCLEACH	CAPTAIN_HOOK	GREEN	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CLEANSE,HEAL_SELF	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE,HEAL_SELF
CRUELLA_SKILL4_BUFF	CRUELLA	MCLEACH	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,CLEANSE,HEAL_OVER_TIME_SELF	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	CLEANSE,HEAL_OVER_TIME_SELF
CRUELLA_DOT_BUFF	CRUELLA	SHERE_KHAN	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE,DECAY,REMOVE_BUFF	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE	DECAY,REMOVE_BUFF
MIRABEL_MADRIGAL_IMMUNITY	MIRABEL_MADRIGAL	KUZCO	PINK	SKILL_POWER_INCREASE,MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,IMMUNITY	SKILL_POWER_INCREASE,MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM	IMMUNITY
MIRABEL_MADRIGAL_WEAKNESS	MIRABEL_MADRIGAL	ROSE	RED	REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE,WEAKNESS	REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE	WEAKNESS
HEIMLICH_WELL_FED_BUFF	HEIMLICH	FLIK	GREEN	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE	
HEIMLICH_CLEANSE	HEIMLICH	TIMON_AND_PUMBAA	PINK	MAX_HP_INCREASE,REALITY_INCREASE,DAMAGE_INCREASE,CLEANSE,HEAL_SELF,ENERGY_SELF	MAX_HP_INCREASE,REALITY_INCREASE,DAMAGE_INCREASE	CLEANSE,HEAL_SELF,ENERGY_SELF
LADY_AND_TRAMP_ENERGY	LADY_AND_TRAMP	DANTE	PINK	ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,ENERGY_SELF	ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	ENERGY_SELF
LADY_AND_TRAMP_ENDURANCE	LADY_AND_TRAMP	ABU	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,ENDURANCE,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	ENDURANCE,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM
BRUNO_MADRIGAL_SAP	BRUNO_MADRIGAL	MANTICORE	BLUE	REALITY_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,REALITY_DECREASE,SAP	REALITY_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	REALITY_DECREASE,SAP
BRUNO_MADRIGAL_CLEANSES	BRUNO_MADRIGAL	MIRABEL_MADRIGAL	PURPLE	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE,CLEANSE	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE	CLEANSE
ISABELA_MADRIGAL_CORRUPTIONHPCLEAVE	ISABELA_MADRIGAL	AUDREY_RAMIREZ	RED	SKILL_POWER_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,TRUE_DAMAGE	SKILL_POWER_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	TRUE_DAMAGE
ISABELA_MADRIGAL_DOT_WEAKEN	ISABELA_MADRIGAL	PEGASUS	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,REALITY_DECREASE,ARMOR_DECREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	REALITY_DECREASE,ARMOR_DECREASE
FRANNY_ROBINSON_ATTACK_SPEED_DECREASE	FRANNY_ROBINSON	TIANA	BLUE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
FRANNY_ROBINSON_RETAIN_DEBUFF	FRANNY_ROBINSON	AUDREY_RAMIREZ	PURPLE	MAX_HP_INCREASE	MAX_HP_INCREASE	
CHICKEN_LITTLE_BASIC_MODIFIER	CHICKEN_LITTLE	MULAN	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	
CHICKEN_LITTLE_BASEBALL	CHICKEN_LITTLE	DAISY_DUCK	ORANGE	DAMAGE_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	
MAMA_ODIE_REDUCES_BD_SP	MAMA_ODIE	LILO	RED	DAMAGE_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	DAMAGE_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE 
MAMA_ODIE_EXTRA_DISABLE_CLEANSE	MAMA_ODIE	TWENTY_TWO	BLUE	SKILL_POWER_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE,REMOVE_BUFF	SKILL_POWER_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE	REMOVE_BUFF
RATIGAN_DODGE_DEBUFFS	RATIGAN	MONKEY_FIST	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,DODGE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	DODGE
RATIGAN_CHARMED_ENEMIES_WEAK	RATIGAN	NEGADUCK	PURPLE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,CHARM,BERSERK,DAMAGE_OVER_TIME	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	CHARM,BERSERK,DAMAGE_OVER_TIME
JOE_GARDNER_MELODY_STACKS	JOE_GARDNER	RAPUNZEL	YELLOW	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	
JOE_GARDNER_HEAL	JOE_GARDNER	TIANA	GREEN	HEAL_SELF,HEAL_TEAM,ARMOR_INCREASE,REALITY_INCREASE,ATTACK_SPEED_INCREASE	HEAL_SELF,HEAL_TEAM,ARMOR_INCREASE,REALITY_INCREASE	ATTACK_SPEED_INCREASE
ELIZABETH_SWANN_INVISIBLE	ELIZABETH_SWANN	ARIEL	BLUE	DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,INVISIBLE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	INVISIBLE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
ELIZABETH_SWANN_HEALS	ELIZABETH_SWANN	RAYA	RED	SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_TEAM	SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HEAL_TEAM
CHERNABOG_SCARE_SP_BD	CHERNABOG	MOTHER_GOTHEL	BLUE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,DAMAGE_INCREASE
CHERNABOG_ARMOR_REALITY_SHARE	CHERNABOG	LITTLE_JOHN	GREEN	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
MUFASA_IMMUNITY	MUFASA	RAFIKI	BLUE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,IMMUNITY,DODGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	IMMUNITY,DODGE
MUFASA_AURA_ENHANCE_BEFORE_KO	MUFASA	ZEUS	GOLD	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,INVINCIBLE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	INVINCIBLE
PENNY_PROUD_BLOWBACK_FANTASTIC	PENNY_PROUD	PACHA	TEAL	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	FANTASTIC_DAMAGE
PENNY_PROUD_BLOWBACK_NORMAL	PENNY_PROUD	MILO_THATCH	YELLOW	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,NORMAL_DAMAGE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	NORMAL_DAMAGE
FERB_HEX_AT_START	FERB	RAPUNZEL	PURPLE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,HEX	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	HEX
FERB_SKILL3_COOLDOWN_REDUCE	FERB	MR_BIG_AND_KOSLOV	RED	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	ATTACK_SPEED_INCREASE
ANNE_BOONCHUY_UTILITY	ANNE_BOONCHUY	LUZ_NOCEDA	GOLD	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,STUN,CONFUSION	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	STUN,CONFUSION
ANNE_BOONCHUY_NO_WHITE_SKILL	ANNE_BOONCHUY	MEILIN_LEE	RED	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,ENERGY_SELF	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	ENERGY_SELF
EMBER_LUMEN_HEAL	EMBER_LUMEN	KUZCO	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,SKILL_POWER_INCREASE	HEAL_SELF,HEAL_TEAM
EMBER_LUMEN_REALITY	EMBER_LUMEN	POCAHONTAS	YELLOW	SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,REALITY_DECREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	REALITY_DECREASE
LUISA_MADRIGAL_TENACITY_EVASION_REDUCED	LUISA_MADRIGAL	MAUI	BLUE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	EVASION_DECREASE,TENACITY_DECREASE
LUISA_MADRIGAL_EMPOWERED_BY_ALLIES	LUISA_MADRIGAL	FEAR	PINK	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE,DAMAGE_INCREASE
HUNTSMAN_TENACITY_REDUCER	HUNTSMAN	SADNESS	PURPLE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,TENACITY_DECREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	TENACITY_DECREASE
HUNTSMAN_BOX_BUFFER	HUNTSMAN	LITTLE_JOHN	GREEN	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,COPY_BUFF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	COPY_BUFF
WADE_RIPPLE_DEFENCES	WADE_RIPPLE	FLIK	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REDUCED_DAMAGE_TAKEN
WADE_RIPPLE_SHIELD	WADE_RIPPLE	KING_TRITON	TEAL	MAX_HP_INCREASE,SKILL_POWER_INCREASE,HEAL_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE	HEAL_SELF
SUGA_MAMA_LIFESTEAL_SHIELD	SUGA_MAMA	MAMA_ODIE	PURPLE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,SHIELD_SELF	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	SHIELD_SELF
SUGA_MAMA_PROUD_FAMILY	SUGA_MAMA	PENNY_PROUD	GOLD	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,DAMAGE_OVER_TIME,ARMOR_DECREASE,REALITY_DECREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,DAMAGE_OVER_TIME	ARMOR_DECREASE,REALITY_DECREASE
ANXIETY_PREVENT_KO	ANXIETY	KUZCO	YELLOW	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	
ANXIETY_DANGER_POWER_INCREASE	ANXIETY	SADNESS	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	
THOMAS_O_MALLEY_RESISTS_RED	THOMAS_O_MALLEY	NICK_WILDE	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_DECREASE,ARMOR_DECREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_DECREASE	ARMOR_DECREASE,REALITY_DECREASE
THOMAS_O_MALLEY_ALLY_DMG_RED	THOMAS_O_MALLEY	CHESHIRE_CAT	PURPLE	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	REDUCED_DAMAGE_TAKEN
REPTILLUS_MAXIMUS_DEFENCE_ALLIES	REPTILLUS_MAXIMUS	FELIX	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REDUCED_DAMAGE_TAKEN
REPTILLUS_MAXIMUS_DEFENCE_HIMSELF	REPTILLUS_MAXIMUS	RATIGAN	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE,REDUCED_DAMAGE_TAKEN,MOST_WANTED	MAX_HP_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE	REDUCED_DAMAGE_TAKEN,MOST_WANTED
ISABELLA_SHAPIRO_START_NOTEPAD	ISABELLA_SHAPIRO	RUSSELL_AND_KEVIN	YELLOW	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_DECREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_DECREASE	
ISABELLA_SHAPIRO_HEAL_CONVERSION	ISABELLA_SHAPIRO	FERB	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,SKILL_POWER_INCREASE	
LILITH_CLAWTHORNE_TANK_AND_CONTROL	LILITH_CLAWTHORNE	HIRO	ICE_BLUE	MAX_HP_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,CURSE	MAX_HP_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE	CURSE
