	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
12-4	82	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_4	BAYMAX,DASH,SOULLESS_GLASS_CANNON_F,MIKE	SOULLESS_GHOUL_F,ELASTIGIRL,EMPEROR_ZURG,SOULLESS_GLASS_CANNON_F,KEVIN_FLYNN	[boss]RALPH,CHIEF_BOGO,SOULLESS_SPLASH_F,EVE,SOULLESS_GLASS_CANNON_F,HECTOR_BARBOSSA			
12-7	83	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_7	FELIX,JACK_SPARROW,NICK_WILDE,MAX_GOOF	REX,CHICKEN_LITTLE,CALHOUN,WOODY,SOULLESS_SPLASH_F	[boss]RALPH,SULLEY,BAYMAX,SOULLESS_GLASS_CANNON_F,MIKE,TIA_DALMA			
12-10	84	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_8	SOULLESS_GHOUL_F,HECTOR_BARBOSSA,MOANA,SOULLESS_MAGE_F	CHICKEN_LITTLE,VANELLOPE,SOULLESS_SPLASH_F,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_F	[boss]REX,JACK_SPARROW,JESSIE,EVE,MERIDA			
12-13	84	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_11	SULLEY,BAYMAX,EMPEROR_ZURG,EVE	FELIX,CALHOUN,SOULLESS_GLASS_CANNON_N,SOULLESS_GLASS_CANNON_F,SOULLESS_SPLASH_F	[boss]CHICKEN_LITTLE,SOULLESS_SPLASH_F,MOANA,HECTOR_BARBOSSA,NICK_WILDE,MERIDA			
12-16	85	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_13	FELIX,MOANA,SOULLESS_SPLASH_F,FINNICK	CHICKEN_LITTLE,BUZZ,SOULLESS_GLASS_CANNON_F,JESSIE,SOULLESS_SPLASH_F	[boss]BAYMAX,CHIEF_BOGO,SOULLESS_GLASS_CANNON_F,STITCH,TIA_DALMA,FROZONE			
12-19	85	5	PURPLE_4	33		1	HACKER_ENCLAVE_NEW_14	MR_INCREDIBLE,MERIDA,SOULLESS_SPLASH_F,YAX	SULLEY,SOULLESS_SPLASH_F,STITCH,MIKE,MAX_GOOF	[boss]CHIEF_BOGO,DASH,SOULLESS_GLASS_CANNON_F,NICK_WILDE,VANELLOPE,WOODY			
13-1	86	5	ORANGE	33		1	FINANCIAL_DISTRICT_5	SULLEY,CHIEF_BOGO,NICK_WILDE,SOULLESS_SWORD_F	CHICKEN_LITTLE,SOULLESS_GHOUL_N,SOULLESS_SWORD_F,SOULLESS_BUG_N,TIA_DALMA	[boss]EMPEROR_ZURG,SOULLESS_GHOUL_N,CAT_BURGLAR,SOULLESS_AUTOTURRET,SOULLESS_MAGE_F,HIRO			
13-4	87	5	ORANGE	33		1	FINANCIAL_DISTRICT_3	CHIEF_BOGO,SOULLESS_SWORD_F,JESSIE,NICK_WILDE	RALPH,MOANA,SOULLESS_CANNON,STITCH,JUDY_HOPPS	[boss]MIKE,SOULLESS_GHOUL_F,HECTOR_BARBOSSA,SOULLESS_SPLASH_F,SOULLESS_MAGE_F,FINNICK			
13-7	88	5	ORANGE	33		1	FINANCIAL_DISTRICT_6	CHIEF_BOGO,VANELLOPE,SOULLESS_AUTOTURRET,FINNICK	SOULLESS_GHOUL_F,CAT_BURGLAR,NICK_WILDE,SOULLESS_BUG_F,FROZONE	[boss]BAYMAX,SOULLESS_SWORD_F,RALPH,SOULLESS_BUG_N,JACK_JACK,MIGUEL			
13-10	89	5	ORANGE	33		1	FINANCIAL_DISTRICT_9	FELIX,MR_INCREDIBLE,ALADDIN,SOULLESS_AUTOTURRET	RALPH,CHICKEN_LITTLE,MERIDA,SOULLESS_AUTOTURRET,SOULLESS_BUG_F	[boss]CHIEF_BOGO,SOULLESS_SWORD_N,SOULLESS_BRUTE,SOULLESS_BUG_N,BUZZ,JUDY_HOPPS			
13-13	89	5	ORANGE	33		1	FINANCIAL_DISTRICT_12	FELIX,SOULLESS_AUTOTURRET,SOULLESS_MAGE_F,SOULLESS_AUTOTURRET	SOULLESS_AUTOTURRET,MR_INCREDIBLE,SOULLESS_SKELETON,SOULLESS_TURRET,HIRO	[boss]MIGUEL,SOULLESS_GLASS_CANNON_F,SOULLESS_BUG_F,CAT_BURGLAR,JACK_SPARROW,JUDY_HOPPS			
13-16	90	5	ORANGE	33		1	FINANCIAL_DISTRICT_15	SOULLESS_SWORD_F,SOULLESS_BRUTE,BUZZ,DASH	FELIX,MERIDA,MOANA,SOULLESS_AUTOTURRET,SOULLESS_GLASS_CANNON_N	[boss]VANELLOPE,SOULLESS_SWORD_F,SOULLESS_GHOUL_F,SOULLESS_TURRET,ELASTIGIRL,JUDY_HOPPS			
13-19	90	5	ORANGE	33		1	FINANCIAL_DISTRICT_3	SOULLESS_SKELETON,VANELLOPE,TIA_DALMA,SOULLESS_SWORD_N	CHIEF_BOGO,SOULLESS_SKELETON,FELIX,SOULLESS_BUG_N,HIRO	[boss]REX,MERIDA,SOULLESS_GLASS_CANNON_N,SOULLESS_MAGE_F,NICK_WILDE,GENIE			
14-1	91	5	ORANGE_1	33		1	UNFINISHED_LEVEL_1	CHIEF_BOGO,SOULLESS_BRUTE,DASH,SOULLESS_CANNON	SOULLESS_SWORD_F,EMPEROR_ZURG,EVE,SOULLESS_MAGE_F,SOULLESS_SPLASH_F	[boss]SOULLESS_SWORD_F,ALADDIN,JACK_JACK,STITCH,TIA_DALMA,MICKEY_MOUSE			
14-4	92	5	ORANGE_1	33		1	UNFINISHED_LEVEL_4	SOULLESS_SWORD_F,EMPEROR_ZURG,SOULLESS_TURRET,SOULLESS_SPLASH_F	SOULLESS_BRUTE,STITCH,SOULLESS_AUTOTURRET,SOULLESS_SPLASH_F,SOULLESS_BUG_F	[boss]SOULLESS_SKELETON,NICK_WILDE,SOULLESS_GLASS_CANNON_F,SOULLESS_SPLASH_F,YAX,MAX_GOOF			
14-7	93	5	ORANGE_1	33		1	UNFINISHED_LEVEL_7	SOULLESS_GHOUL_F,RALPH,CALHOUN,NICK_WILDE	SOULLESS_BRUTE,EMPEROR_ZURG,ALADDIN,SOULLESS_BUG_N,GENIE	[boss]REX,HECTOR_BARBOSSA,DASH,JESSIE,HIRO,KEVIN_FLYNN			
14-10	94	5	ORANGE_1	33		1	UNFINISHED_LEVEL_10	SOULLESS_GHOUL_F,SOULLESS_CANNON,VANELLOPE,SOULLESS_SWORD_N	BAYMAX,MIKE,SOULLESS_BUG_F,SOULLESS_AUTOTURRET,SOULLESS_GLASS_CANNON_N	[boss]SOULLESS_GHOUL_N,SOULLESS_BUG_F,HECTOR_BARBOSSA,CALHOUN,SOULLESS_TURRET,GENIE			
14-13	94	5	ORANGE_1	33		1	UNFINISHED_LEVEL_13	MR_INCREDIBLE,FELIX,CAT_BURGLAR,ALADDIN	CHIEF_BOGO,VANELLOPE,BUZZ,HECTOR_BARBOSSA,GENIE	[boss]FELIX,SULLEY,ELASTIGIRL,SOULLESS_MAGE_N,MIKE,JACK_JACK			
14-16	95	5	ORANGE_1	33		1	UNFINISHED_LEVEL_16	SOULLESS_GHOUL_N,EVE,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_F	SOULLESS_SWORD_F,MOANA,CALHOUN,SOULLESS_MAGE_N,GENIE	[boss]SOULLESS_SWORD_F,REX,SOULLESS_BRUTE,EMPEROR_ZURG,SOULLESS_MAGE_F,FINNICK			
14-19	95	5	ORANGE_1	33		1	UPTOWN_SUBWAY_5	FELIX,MR_INCREDIBLE,SOULLESS_BUG_N,HECTOR_BARBOSSA	CHIEF_BOGO,SOULLESS_SWORD_N,JACK_SPARROW,SOULLESS_MAGE_F	[boss]MR_INCREDIBLE,SOULLESS_SWORD_N,CHICKEN_LITTLE,JESSIE,JACK_SPARROW,FROZONE			
15-1	96	6	ORANGE_2	33		1	UPTOWN_SUBWAY_4	REX,HADES,SOULLESS_AUTOTURRET,ALADDIN	SULLEY,SOULLESS_BUG_N,ALADDIN,DASH,JUDY_HOPPS	[boss]CHIEF_BOGO,SOULLESS_SKELETON,JACK_SKELLINGTON,SOULLESS_GLASS_CANNON_F,SOULLESS_SPIDER_SUPPORT,JACK_JACK			
15-4	97	6	ORANGE_2	34		1	INVENTOR_WORKSHOP_3	SULLEY,DASH,HECTOR_BARBOSSA,SOULLESS_SPIDER_CONTROL	SOULLESS_GHOUL_N,VANELLOPE,JACK_JACK,HIRO,URSULA	[boss]OLAF,STITCH,JACK_SPARROW,ELASTIGIRL,SOULLESS_SPIDER_TANK,HIRO			
15-7	98	6	ORANGE_2	34		1	INVENTOR_WORKSHOP_6	CHIEF_BOGO,VANELLOPE,ELSA,SOULLESS_SPIDER_CONTROL	SOULLESS_GHOUL_N,CHIEF_BOGO,SOULLESS_CANNON,SOULLESS_MAGE_N	[boss]HIRO,VANELLOPE,SOULLESS_BUG_F,STITCH,SOULLESS_MAGE_F,TIA_DALMA			
15-10	99	6	ORANGE_2	34		1	INVENTOR_WORKSHOP_9	SOULLESS_GHOUL_N,EMPEROR_ZURG,SOULLESS_SPLASH_N,EVE	SALLY,SOULLESS_SWORD_F,SOULLESS_GHOUL_N,CALHOUN,JUDY_HOPPS	[boss]BAYMAX,CHICKEN_LITTLE,DASH,JESSIE,VANELLOPE,ALADDIN			
15-13	99	6	ORANGE_2	34		1	INVENTOR_WORKSHOP_12	SOULLESS_SPLASH_F,SOULLESS_AUTOTURRET,SOULLESS_SPIDER_TANK,SOULLESS_SPIDER_CONTROL	MR_INCREDIBLE:WEAK_ALLIES,JACK_JACK,QUORRA,SOULLESS_GLASS_CANNON_F,SOULLESS_AUTOTURRET	[boss]KEVIN_FLYNN:SHIELD,SOULLESS_BUG_N,ALADDIN:SPEED,BAYMAX:SHIELD,SOULLESS_GLASS_CANNON_F,MICKEY_MOUSE:DPS			
15-16	100	6	ORANGE_2	34		1	INVENTOR_WORKSHOP_15	SOULLESS_GHOUL_N,SOULLESS_AUTOTURRET,SOULLESS_SPIDER_CONTROL,SOULLESS_SPIDER_SUPPORT	QUORRA:SHIELD,SOULLESS_SWORD_F,SCAR,SOULLESS_SPIDER_CONTROL,SOULLESS_SPIDER_SUPPORT	[boss]STITCH:SLOW,JUDY_HOPPS,SOULLESS_BRUTE,MOANA:SHIELD,HADES:TANK,MICKEY_MOUSE:DPS			
15-19	100	6	ORANGE_2	34		1	UPTOWN_SUBWAY_4	SOULLESS_BRUTE,SOULLESS_GLASS_CANNON_N,SOULLESS_SPIDER_TANK,SOULLESS_SPIDER_CONTROL	DASH:SHIELD_COUNTER,SOULLESS_GHOUL_N,MOANA,HADES:TANK,SOULLESS_SPIDER_CONTROL	[boss]KEVIN_FLYNN:SHIELD,HECTOR_BARBOSSA:SLOW,URSULA:ENERGY,SCAR,MICKEY_MOUSE:DPS,OLAF			
16-1	101	6	ORANGE_3	34		1	UNFINISHED_LEVEL_6	REX,HADES,SOULLESS_AUTOTURRET,ALADDIN	SULLEY,SOULLESS_BUG_N,SOULLESS_TREASURE,DASH,JUDY_HOPPS	[boss]CHIEF_BOGO,SOULLESS_SKELETON,SOULLESS_TREASURE,SOULLESS_GLASS_CANNON_F,SOULLESS_SPIDER_SUPPORT,JACK_JACK			
16-4	102	6	ORANGE_3	34		1	UNFINISHED_LEVEL_16	SULLEY,DASH,HECTOR_BARBOSSA,SOULLESS_SPIDER_CONTROL	SOULLESS_GHOUL_N,VANELLOPE,JACK_JACK,HIRO,URSULA	[boss]OLAF,STITCH,SOULLESS_TREASURE,ELASTIGIRL,SOULLESS_SPIDER_TANK,HIRO			
16-7	103	6	ORANGE_3	34		1	UNFINISHED_LEVEL_2	CHIEF_BOGO,VANELLOPE,ELSA,SOULLESS_SPIDER_CONTROL	SOULLESS_GHOUL_N,CHIEF_BOGO,SOULLESS_CANNON,SOULLESS_MAGE_N	[boss]HIRO,VANELLOPE,SOULLESS_BUG_F,STITCH,SOULLESS_MAGE_F,TIA_DALMA			
16-10	104	6	ORANGE_3	34		1	UNFINISHED_LEVEL_4	SOULLESS_GHOUL_N,EMPEROR_ZURG,SOULLESS_SPLASH_N,EVE	SALLY,SOULLESS_SWORD_F,SOULLESS_GHOUL_N,CALHOUN,JUDY_HOPPS	[boss]BAYMAX,CHICKEN_LITTLE,DASH,JESSIE,VANELLOPE,ALADDIN			
16-13	104	6	ORANGE_3	34		1	UNFINISHED_LEVEL_4	SOULLESS_SPLASH_F,SOULLESS_TREASURE,SOULLESS_SPIDER_TANK,SOULLESS_SPIDER_CONTROL	MR_INCREDIBLE:WEAK_ALLIES,JACK_JACK,QUORRA,SOULLESS_GLASS_CANNON_F,SOULLESS_AUTOTURRET	[boss]KEVIN_FLYNN:SHIELD,SOULLESS_BUG_N,ALADDIN:SPEED,BAYMAX:SHIELD,SOULLESS_GLASS_CANNON_F,MICKEY_MOUSE:DPS			
16-16	105	6	ORANGE_3	34		1	UNFINISHED_LEVEL_9	SOULLESS_GHOUL_N,SOULLESS_AUTOTURRET,SOULLESS_SPIDER_CONTROL,SOULLESS_SPIDER_SUPPORT	QUORRA:SHIELD,SOULLESS_SWORD_F,SCAR,SOULLESS_SPIDER_CONTROL,SOULLESS_SPIDER_SUPPORT	[boss]STITCH:SLOW,JUDY_HOPPS,SOULLESS_BRUTE,MOANA:SHIELD,SOULLESS_TREASURE,MICKEY_MOUSE:DPS			
16-19	105	6	ORANGE_3	34		1	UPTOWN_SUBWAY_1	SOULLESS_BRUTE,SOULLESS_GLASS_CANNON_N,SOULLESS_SPIDER_TANK,SOULLESS_SPIDER_CONTROL	DASH:SHIELD_COUNTER,SOULLESS_GHOUL_N,MOANA,HADES:TANK,SOULLESS_TREASURE	[boss]KEVIN_FLYNN:SHIELD,HECTOR_BARBOSSA:SLOW,URSULA:ENERGY,SOULLESS_TREASURE,MICKEY_MOUSE:DPS,OLAF			
17-1	106	6	ORANGE_4	34		1	UPTOWN_SUBWAY_5	SULLEY,MOANA,SOULLESS_TREASURE,FELIX:FREEZE	RALPH:LONGER_STUNS,JACK_SKELLINGTON,SOULLESS_GLASS_CANNON_F,SOULLESS_SPIDER_DPS	[boss]EMPEROR_ZURG,SOULLESS_TREASURE,CAT_BURGLAR,WOODY:LASSO_EARLY,JACK_SKELLINGTON,MERIDA			
17-4	107	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_9	REX,SOULLESS_AUTOTURRET,SOULLESS_AUTOTURRET,SOULLESS_TURRET	BAYMAX,SOULLESS_SWORD_F,BUZZ,JACK_JACK,SOULLESS_GLASS_CANNON_F	[boss]OLAF,URSULA:CONTROL,SOULLESS_AUTOTURRET,ELSA,SOULLESS_TREASURE,JUDY_HOPPS			
17-7	108	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_11	SOULLESS_GHOUL_F,EVE,TIA_DALMA	JACK_SKELLINGTON:DUCK,SOULLESS_BUG_N,SOULLESS_MAGE_F,ELSA,SOULLESS_GLASS_CANNON_N	[boss]FELIX,SOULLESS_SPLASH_F,HECTOR_BARBOSSA,BUZZ,EMPEROR_ZURG,SOULLESS_GLASS_CANNON_F			
17-10	109	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_2	SHANK,CAT_BURGLAR,SULLEY:TEAM_HEAL,SOULLESS_CANNON	OLAF,SOULLESS_TREASURE,JACK_JACK,JACK_SKELLINGTON,FINNICK	[boss]NICK_WILDE,EVE:DISABLE_SPREAD,CAT_BURGLAR,ELASTIGIRL,JUDY_HOPPS,SOULLESS_SPIDER_DPS			
17-13	109	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_6	SOULLESS_GHOUL_F,SOULLESS_TREASURE,SCAR,SOULLESS_MAGE_F	SHANK,SOULLESS_SWORD_F,EMPEROR_ZURG,JUDY_HOPPS	[boss]MERIDA,SOULLESS_BUG_F,JESSIE:JUMP_EARLY,EVE,CALHOUN,JUDY_HOPPS			
17-16	110	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_4	CHIEF_BOGO,SOULLESS_SWORD_F,MOANA	BAYMAX,SOULLESS_GHOUL_N,SOULLESS_GLASS_CANNON_N,JACK_SPARROW,MICKEY_MOUSE	[boss]RALPH,SOULLESS_SKELETON,ELSA,SOULLESS_MAGE_F,SOULLESS_BUG_N,SOULLESS_GLASS_CANNON_N			
17-19	110	6	ORANGE_4	34		1	HACKER_NO_COMPUTER_14	SOULLESS_SWORD_N,SOULLESS_TREASURE,SOULLESS_SPIDER_CONTROL,MIGUEL	OLAF,SOULLESS_SPLASH_F,SOULLESS_SPLASH_N,ALADDIN,SOULLESS_SWORD_N	[boss]DASH:SHIELD_COUNTER,RALPH,ELSA,SOULLESS_TREASURE,FROZONE,TIA_DALMA			
18-1	111	6	ORANGE_5	34		1	PORT_1	RALPH,MIKE,STITCH,MALEFICENT	SOULLESS_GHOUL_N,JACK_SPARROW,SOULLESS_MAGE_N,HECTOR_BARBOSSA,SOULLESS_CANNON	[boss]STITCH,VANELLOPE,FINNICK:ENERGY,DARKWING_DUCK,DASH,ELSA			
18-4	112	6	ORANGE_5	34		1	PORT_11	SOULLESS_SWORD_F,SOULLESS_SWORD_F,MOANA,MIKE	CHICKEN_LITTLE,SOULLESS_AUTOTURRET,HECTOR_BARBOSSA,SOULLESS_GLASS_CANNON_N,SOULLESS_MAGE_N	[boss]MAX_GOOF,SOULLESS_CANNON,SOULLESS_SPLASH_F,GENIE:SHIELD,SOULLESS_SWORD_N,HADES:DOT			
18-7	113	6	ORANGE_5	34		1	PORT_13	SALLY,SOULLESS_BUG_F,DARKWING_DUCK,SOULLESS_MAGE_N	CHIEF_BOGO,SOULLESS_SPLASH_F,ALADDIN,VANELLOPE,MEGARA	[boss]MOANA,HERCULES,SOULLESS_GLASS_CANNON_F,MICKEY_MOUSE,SOULLESS_SWORD_F			
18-10	114	6	ORANGE_5	34		1	BLACK_PEARL_2	SULLEY,CHIEF_BOGO,VANELLOPE,DASH	FELIX,CHIEF_BOGO,SOULLESS_SWORD_N,SOULLESS_BUG_N,MALEFICENT	[boss]MICKEY_MOUSE:HEALING,HADES:TANK,SOULLESS_MAGE_F,SOULLESS_BUG_F,RALPH:LONGER_STUNS,CHICKEN_LITTLE:BASEBALL			
18-13	114	6	ORANGE_5	34		1	BLACK_PEARL_3	SOULLESS_GHOUL_F,OLAF,EVE,MEGARA	SOULLESS_SWORD_N,RALPH,ALADDIN,SOULLESS_MAGE_N,JUDY_HOPPS	[boss]HERCULES,MERIDA,JESSIE:JUMP_EARLY,MAX_GOOF,FROZONE:HEALS,KEVIN_FLYNN			
18-16	115	6	ORANGE_5	34		1	BLACK_PEARL_3	REX,MERIDA,MIKE,FROZONE	HADES,BAYMAX,NICK_WILDE,CALHOUN,MOANA	[boss]BAYMAX,SOULLESS_SKELETON,HECTOR_BARBOSSA,SOULLESS_TREASURE,FINNICK,SOULLESS_SPIDER_TANK			
18-19	115	6	ORANGE_5	34		1	BLACK_PEARL_1	SOULLESS_BRUTE,SHANK,CAT_BURGLAR	CHICKEN_LITTLE,SOULLESS_GHOUL_F,SOULLESS_SPLASH_N,GENIE,URSULA	[boss]CHIEF_BOGO,BUZZ:ATTACK_SPEED,CALHOUN:SHIELDS,DARKWING_DUCK,MEGARA,SOULLESS_SWORD_F			
19-1	116	6	ORANGE_6	34		1	BLACK_PEARL_3	RALPH,SOULLESS_CANNON,JACK_SPARROW,EVE	SHANK,SOULLESS_CANNON,SOULLESS_BUG_F,SOULLESS_GLASS_CANNON_F,SOULLESS_GLASS_CANNON_F	SOULLESS_SKELETON,BUZZ,SOULLESS_CANNON,WOODY:LASSO_EARLY,SOULLESS_DINOSAUR,[boss]JACK_SKELLINGTON			
19-4	117	6	ORANGE_6	34		1	TORTUGA_3	SOULLESS_BRUTE,RALPH,SOULLESS_DINOSAUR_F,SOULLESS_BUG_N	HADES,SALLY,MR_INCREDIBLE,BUZZ,YAX	SOULLESS_GHOUL_N,SOULLESS_AUTOTURRET,JACK_JACK,SOULLESS_BUG_N,[boss]EVE:TWO,SOULLESS_SPIDER_SUPPORT			
19-7	118	6	ORANGE_6	34		1	TORTUGA_1	SULLEY,SOULLESS_TURRET,MEGARA,NICK_WILDE	SULLEY,SOULLESS_MAGE_N,DASH,JACK_JACK,CAT_BURGLAR	REX,FELIX:ANGER,CALHOUN,JACK_JACK,SOULLESS_AUTOTURRET,[boss]URSULA			
19-10	119	6	ORANGE_6	34		1	TORTUGA_1	BAYMAX,SOULLESS_GHOUL_N,SOULLESS_SPLASH_F,JACK_SPARROW	SOULLESS_GHOUL_F,DASH,SOULLESS_TURRET,DARKWING_DUCK,NICK_WILDE	SALLY,JACK_SKELLINGTON,SOULLESS_GLASS_CANNON_F,SOULLESS_DINOSAUR_F,SOULLESS_GLASS_CANNON_N,[boss]HIRO			
19-13	119	6	ORANGE_6	34		1	TORTUGA_3	SOULLESS_GHOUL_F,SOULLESS_TURRET,VANELLOPE,SOULLESS_CANNON	FELIX,REX,DARKWING_DUCK,GENIE,SOULLESS_SWORD_F	SOULLESS_SWORD_F,HADES,FELIX,JACK_SPARROW:NORMAL_DAMAGE,JACK_SKELLINGTON,[boss]TIA_DALMA			
19-16	120	6	ORANGE_6	34		1	TORTUGA_3	HADES,ELSA,SOULLESS_BUG_N,DARKWING_DUCK	OLAF,JACK_SKELLINGTON,SCAR,CAT_BURGLAR,EMPEROR_ZURG	MR_INCREDIBLE:ARMOR_SHREAD,SOULLESS_SWORD_N,CALHOUN,HECTOR_BARBOSSA,WOODY,[boss]MICKEY_MOUSE			
19-19	120	6	ORANGE_6	34		1	TORTUGA_3	BAYMAX,MOANA,JESSIE,SOULLESS_SPIDER_CONTROL	REX,BUZZ,SOULLESS_DINOSAUR_F,YAX	HADES,SOULLESS_CANNON,SOULLESS_SWORD_N,MALEFICENT:DRAIN,[boss]URSULA			
20-1	121	6	ORANGE_7	40		1	PARK_MIDWAY_1	SOULLESS_SWORD_N,SOULLESS_SPLASH_N,MIGUEL,SOULLESS_SPIDER_CONTROL	RALPH,SOULLESS_BRUTE,REX,EVE,TIA_DALMA	[boss]HADES,BAYMAX,DUKE_CABOOM,SOULLESS_SPLASH_F,SOULLESS_MAGE_N,URSULA			
20-4	122	6	ORANGE_7	40		1	PARK_MIDWAY_9	RALPH,CALHOUN,BUZZ,GENIE	SOULLESS_GHOUL_N,ELSA,BUZZ,MERIDA,SOULLESS_BUG_F	[boss]SALLY,SOULLESS_BUG_N,ELASTIGIRL,SOULLESS_DINOSAUR_F,ELSA,YAX			
20-7	123	6	ORANGE_7	40		1	PARK_MIDWAY_8	REX,BUZZ,MIKE,ELASTIGIRL	FELIX,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_N,SOULLESS_BUG_N,DASH	[boss]SHANK,SOULLESS_SWORD_N,SOULLESS_MAGE_N,EMPEROR_ZURG:TANK_COUNTER,YAX,SOULLESS_SWORD_F			
20-10	124	6	ORANGE_7	40		1	PARK_MIDWAY_3	SOULLESS_SWORD_N,SOULLESS_MAGE_N,SOULLESS_BUG_N,JUDY_HOPPS	SOULLESS_BRUTE,MOANA,SOULLESS_BUG_N,JACK_SKELLINGTON,MERIDA	[boss]HADES,ELSA,SOULLESS_TURRET,SCAR,JESSIE:JUMP_EARLY,JUDY_HOPPS			
20-13	124	6	ORANGE_7	40		1	PARK_MIDWAY_8	HADES,MIKE,SOULLESS_DINOSAUR_F,JACK_SPARROW	SOULLESS_SKELETON,SCAR,SOULLESS_TREASURE,ELSA,MOANA:JUMP	[boss]BAYMAX,REX,SOULLESS_SPLASH_N,SOULLESS_SPLASH_F,MIKE,DASH:ENERGY			
20-16	125	6	ORANGE_7	40		1	PARK_MIDWAY_7	MR_INCREDIBLE:ARMOR_SHREAD,SOULLESS_BUG_N,STITCH,MIGUEL	SHANK,SOULLESS_TURRET,SOULLESS_DINOSAUR_F,DASH,FROZONE	[boss]RALPH:LONGER_STUNS,HADES,SOULLESS_MAGE_F,SCAR,SOULLESS_BUG_N,NICK_WILDE			
20-19	125	6	ORANGE_7	40		1	PARK_MIDWAY_7	SOULLESS_SWORD_N,SCAR,SOULLESS_DINOSAUR,STITCH	SOULLESS_GHOUL_F,SOULLESS_SWORD_N,HADES,ALADDIN:REGEN,MAX_GOOF	[boss]SOULLESS_GHOUL_F,SOULLESS_SKELETON,CHIEF_BOGO,SOULLESS_TREASURE,STITCH,MIGUEL			
21-1	126	6	ORANGE_8	40		1	BONNIES_ROOM_1	BAYMAX,SOULLESS_CACTUS_F,SOULLESS_TREASURE,DARKWING_DUCK	HERCULES,STITCH:BITE,SOULLESS_CACTUS_N,MAX_GOOF,URSULA	[boss]CHIEF_BOGO,BO_PEEP,SOULLESS_GLASS_CANNON_N,DASH:SHIELD_COUNTER,ROBIN_HOOD:CONTROL,JUDY_HOPPS:SUPPORT			
21-4	127	6	ORANGE_8	40		1	BONNIES_ROOM_10	SULLEY,JESSIE,SOULLESS_TURRET,SOULLESS_TREASURE	HADES:TANK,CHICKEN_LITTLE,JACK_SKELLINGTON,MALEFICENT,URSULA:ENERGY	[boss]CHICKEN_LITTLE:BASIC_MODIFIER,SCAR,CALHOUN:ENERGY,EMPEROR_ZURG,MIGUEL:FREEZE,SOULLESS_CACTUS_F			
21-7	128	6	ORANGE_8	40		1	BONNIES_ROOM_2	SOULLESS_GHOUL_F,MR_INCREDIBLE,SOULLESS_CANNON,CALHOUN	MR_INCREDIBLE:ARMOR_SHREAD,HADES,CAT_BURGLAR,YAX,MERLIN:CONTROL	[boss]SHANK:ENERGY,OLAF:FREEZE,SALLY,BUZZ,VANELLOPE,TIA_DALMA:CHARM			
21-10	129	6	ORANGE_8	40		1	BONNIES_ROOM_8	SOULLESS_BRUTE,SOULLESS_GLASS_CANNON_N,SOULLESS_BUG_N,SOULLESS_CACTUS_N	SULLEY:STUN_COUNTER,SOULLESS_BUG_F,SOULLESS_DINOSAUR_F,ELSA,SOULLESS_TREASURE	[boss]REX:DPS_SYNERGY,HADES:TANK,JACK_SKELLINGTON:DOT,DUKE_CABOOM,SOULLESS_CACTUS_N,MERLIN			
21-13	129	6	ORANGE_8	40		1	BONNIES_ROOM_10	OLAF,SOULLESS_BRUTE,CAT_BURGLAR,SOULLESS_SWORD_F	CHICKEN_LITTLE,SOULLESS_CACTUS_N,BEAST,STITCH:SLOW,ALADDIN	[boss]MR_INCREDIBLE,MERIDA,ELASTIGIRL:BACKLINE,VANELLOPE:BACKLINE,SOULLESS_TURRET,MEGARA:DISABLE			
21-16	130	6	ORANGE_8	40		1	BONNIES_ROOM_7	BO_PEEP,OLAF,MIKE,HECTOR_BARBOSSA	MR_INCREDIBLE:ARMOR_SHREAD,SOULLESS_SWORD_F,JESSIE,FINNICK,GENIE:SHIELD	[boss]HADES,QUORRA:SHIELD,ANGER,MICKEY_MOUSE:HEALING,URSULA:CONTROL,TIA_DALMA			
21-19	130	6	ORANGE_8	40		1	BONNIES_ROOM_4	REX,EMPEROR_ZURG,SOULLESS_CACTUS_N,MAX_GOOF	CHIEF_BOGO:HEALS,CALHOUN,SOULLESS_MAGE_F,ELSA	[boss]SULLEY:TEAM_HEAL,DUKE_CABOOM,VANELLOPE:SLOW,MOANA,SOULLESS_SPLASH_F,DASH			
