	04/21/2026 11:45:00	03/17/2026 11:45:00	02/17/2026 11:45:00	01/20/2026 11:45:00	12/17/2025 11:45:00	12/16/2025 11:45:00	11/18/2025 11:45:00	10/21/2025 11:45:00	09/23/2025 11:45:00	09/09/2025 11:45:00	08/19/2025 11:45:00	07/22/2025 11:45:00	07/01/2025 11:45:00	06/24/2025 11:45:00	05/27/2025 11:45:00	04/29/2025 11:45:00	04/01/2025 11:45:00	03/04/2025 11:45:00	02/04/2025 11:45:00	01/07/2025 11:45:00	12/10/2024 11:45:00	11/25/2024 11:45:00	11/12/2024 11:45:00	10/15/2024 11:45:00	09/03/2024 11:45:00	08/06/2024 11:45:00	07/09/2024 11:45:00	06/11/2024 11:45:00	05/14/2024 11:45:00	04/16/2024 11:45:00	03/19/2024 11:45:00	02/20/2024 11:45:00	12/26/2023 11:45:00	11/28/2023 11:45:00	10/30/2023 11:45:00	10/02/2023 11:45:00	09/05/2023 11:45:00	08/08/2023 11:45:00	07/11/2023 11:45:00	06/20/2023 11:45:00	05/16/2023 11:45:00	04/18/2023 11:45:00	03/09/2023 11:30:00	02/21/2023 11:30:00	01/24/2023 11:30:00	12/16/2022 11:30:00	11/15/2022 00:00:00
FRANCHISE_TRIAL_ENEMY$36	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	FRED_FREDERICKSON	BOLT	VANELLOPE	ROSE	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	MONKEY_FIST	MIKE	MANTICORE	HECTOR_BARBOSSA	HECTOR_BARBOSSA	HECTOR_BARBOSSA	HECTOR_BARBOSSA	MADAM_MIM	MERIDA	PETE	HELGA	HELGA	HELGA	HELGA	HELGA	HELGA	HELGA	HELGA	HELGA	HELGA	RAPUNZEL	YZMA	SIMBA_AND_NALA	BEAST
FRANCHISE_TRIAL_ENEMY$37	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	JESSIE	HOPPER	DUFF_KILLIGAN	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	RON_STOPPABLE	RANDALL_BOGGS	DAISY_DUCK	JACK_SKELLINGTON	JACK_SKELLINGTON	JACK_SKELLINGTON	JACK_SKELLINGTON	MERIDA	MOTHER_GOTHEL	PLEAKLEY	BOLT	CALHOUN	CALHOUN	CALHOUN	CALHOUN	CALHOUN	CALHOUN	CALHOUN	CALHOUN	CALHOUN	COLETTE	MEGAVOLT	MISS_PIGGY	TIMON_AND_PUMBAA
FRANCHISE_TRIAL_ENEMY$38	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	WINNIE_THE_POOH	MOTHER_GOTHEL	ROSE	KIM_POSSIBLE	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	SHEGO	MANTICORE	HECTOR_BARBOSSA	JACK_SPARROW	JACK_SPARROW	JACK_SPARROW	JACK_SPARROW	MOTHER_GOTHEL	NICK_WILDE	RAYA	HAMM	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	LINGUINI_AND_REMY	OOGIE_BOOGIE	YZMA	SIMBA_AND_NALA
FRANCHISE_TRIAL_ENEMY$39	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	VANELLOPE	DUFF_KILLIGAN	MONKEY_FIST	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	MIKE	DAISY_DUCK	JACK_SKELLINGTON	QUORRA	QUORRA	QUORRA	QUORRA	NICK_WILDE	PETE	ROCKETEER	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DR_FACILIER	RAPUNZEL	MEGAVOLT	HUEY_DEWEY_LOUIE
FRANCHISE_TRIAL_ENEMY$40	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	REPTILLUS_MAXIMUS	HOPPER	KIM_POSSIBLE	RON_STOPPABLE	SHEGO	SHEGO	SHEGO	RANDALL_BOGGS	HECTOR_BARBOSSA	JACK_SPARROW	KING_LOUIE	KING_LOUIE	KING_LOUIE	KING_LOUIE	PETE	PLEAKLEY	SCROOGE_MCDUCK	PETE	MIKE	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	AUDREY_RAMIREZ	HANK_AND_DORY	COLETTE	OOGIE_BOOGIE	MISS_PIGGY
FRANCHISE_TRIAL_ENEMY$41	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	ALADDIN	ALADDIN	ROSE	MONKEY_FIST	SHEGO	MIKE	MIKE	MIKE	MANTICORE	JACK_SKELLINGTON	QUORRA	PEGASUS	PEGASUS	PEGASUS	PEGASUS	PLEAKLEY	RAYA	THE_UNDERMINER	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	SCROOGE_MCDUCK	GERALD_MARLIN_NEMO	LINGUINI_AND_REMY	RAPUNZEL	YZMA
FRANCHISE_TRIAL_ENEMY$42	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	BELLE	BELLE	DUFF_KILLIGAN	RON_STOPPABLE	MIKE	RANDALL_BOGGS	RANDALL_BOGGS	RANDALL_BOGGS	DAISY_DUCK	JACK_SPARROW	KING_LOUIE	SHERE_KHAN	SHERE_KHAN	SHERE_KHAN	SHERE_KHAN	RAYA	ROCKETEER	VANELLOPE	QUORRA	JACK_SKELLINGTON	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	POWERLINE	DR_FACILIER	COLETTE	MEGAVOLT
FRANCHISE_TRIAL_ENEMY$43	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	PHINEAS	ALADDIN	BOLT	BOLT	KIM_POSSIBLE	SHEGO	RANDALL_BOGGS	MANTICORE	MANTICORE	MANTICORE	HECTOR_BARBOSSA	QUORRA	PEGASUS	ZEUS	ZEUS	ZEUS	ZEUS	ROCKETEER	SCROOGE_MCDUCK	WASABI	CAPTAIN_AMELIA	HECTOR_BARBOSSA	WASABI	WASABI	WASABI	WASABI	WASABI	WASABI	WASABI	WASABI	TIGGER	HANK_AND_DORY	LINGUINI_AND_REMY	DONALD_DUCK
FRANCHISE_TRIAL_ENEMY$44	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	ALADDIN	ALADDIN	BELLE	JESSIE	JESSIE	MONKEY_FIST	MIKE	MANTICORE	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	JACK_SKELLINGTON	KING_LOUIE	SHERE_KHAN	PETE	PETE	PETE	FAIRY_GODMOTHER	SCROOGE_MCDUCK	THE_UNDERMINER	ZEUS	STITCH	STITCH	STITCH	STITCH	STITCH	STITCH	STITCH	MOANA	GADGET_HACKWRENCH	GADGET_HACKWRENCH	WINNIE_THE_POOH	GERALD_MARLIN_NEMO	DR_FACILIER	OOGIE_BOOGIE
FRANCHISE_TRIAL_ENEMY$45	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	MAUI	ALADDIN	BELLE	BELLE	BOLT	MOTHER_GOTHEL	MOTHER_GOTHEL	RON_STOPPABLE	RANDALL_BOGGS	DAISY_DUCK	HECTOR_BARBOSSA	HECTOR_BARBOSSA	HECTOR_BARBOSSA	JACK_SPARROW	PEGASUS	ZEUS	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FEAR	THE_UNDERMINER	VANELLOPE	FAIRY_GODMOTHER	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	MUSHU	POWERLINE	HANK_AND_DORY	LAUNCHPAD_MCQUACK
FRANCHISE_TRIAL_ENEMY$46	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ABBY_MALLARD	ALADDIN	BELLE	BOLT	BOLT	JESSIE	VANELLOPE	VANELLOPE	SHEGO	MANTICORE	HECTOR_BARBOSSA	JACK_SKELLINGTON	JACK_SKELLINGTON	JACK_SKELLINGTON	QUORRA	SHERE_KHAN	PETE	FEAR	FEAR	FEAR	JIM_HAWKINS	VANELLOPE	WASABI	FEAR	SISU	SISU	SISU	SISU	SISU	SISU	SISU	SISU	BAGHEERA	BAGHEERA	SHAN_YU	GOLIATH	GERALD_MARLIN_NEMO	MAGICA_DE_SPELL
FRANCHISE_TRIAL_ENEMY$47	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	EMBARRASSMENT	ALADDIN	BELLE	BOLT	JESSIE	JESSIE	MOTHER_GOTHEL	HOPPER	HOPPER	MIKE	DAISY_DUCK	JACK_SKELLINGTON	JACK_SPARROW	JACK_SPARROW	JACK_SPARROW	KING_LOUIE	ZEUS	ANGER	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JUDY_HOPPS	WASABI	ZEUS	GIZMODUCK	YAX	CHIP_AND_DALE	CHIP_AND_DALE	GIZMODUCK	GIZMODUCK	GIZMODUCK	GIZMODUCK	MILO_THATCH	MIGUEL	MIGUEL	EEYORE	TIGGER	POWERLINE	RAPUNZEL
FRANCHISE_TRIAL_ENEMY$48	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	ALADDIN	ALADDIN	ALADDIN	BELLE	BOLT	JESSIE	MOTHER_GOTHEL	MOTHER_GOTHEL	VANELLOPE	ROSE	ROSE	RANDALL_BOGGS	HECTOR_BARBOSSA	JACK_SPARROW	QUORRA	QUORRA	QUORRA	PEGASUS	PETE	BEAST	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	KRISTOFF_AND_SVEN	ZEUS	HOPPER	JIM_HAWKINS	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	BELLE	WINNIE_THE_POOH	GOLIATH	COLETTE
FRANCHISE_TRIAL_ENEMY$49	PINOCCHIO	PINOCCHIO	PINOCCHIO	PINOCCHIO	PINOCCHIO	ALADDIN	BELLE	BELLE	BELLE	BOLT	JESSIE	MOTHER_GOTHEL	VANELLOPE	VANELLOPE	HOPPER	DUFF_KILLIGAN	DUFF_KILLIGAN	MANTICORE	JACK_SKELLINGTON	QUORRA	KING_LOUIE	KING_LOUIE	KING_LOUIE	SHERE_KHAN	ANGER	BELLE	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	KRISTOFF_AND_SVEN	MAYOR_BELLWETHER	HOPPER	ROSE	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	JUDY_HOPPS	MINNIE_MOUSE	MUSHU	TIGGER	LINGUINI_AND_REMY
FRANCHISE_TRIAL_ENEMY$50	HEIMLICH	HEIMLICH	HEIMLICH	HEIMLICH	ALADDIN	BELLE	BOLT	BOLT	BOLT	JESSIE	MOTHER_GOTHEL	VANELLOPE	HOPPER	HOPPER	ROSE	KIM_POSSIBLE	KIM_POSSIBLE	DAISY_DUCK	JACK_SPARROW	KING_LOUIE	PEGASUS	PEGASUS	PEGASUS	ZEUS	BEAST	BOLT	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	RAPUNZEL	ROSE	DUFF_KILLIGAN	KRISTOFF_AND_SVEN	RAFIKI	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	JIM_HAWKINS	LI_SHANG	SHAN_YU	WINNIE_THE_POOH	DR_FACILIER
FRANCHISE_TRIAL_ENEMY$51	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	BELLE	BOLT	JESSIE	JESSIE	JESSIE	MOTHER_GOTHEL	VANELLOPE	HOPPER	ROSE	ROSE	DUFF_KILLIGAN	MONKEY_FIST	MONKEY_FIST	HECTOR_BARBOSSA	QUORRA	PEGASUS	SHERE_KHAN	SHERE_KHAN	SHERE_KHAN	PETE	BELLE	COGSWORTH_AND_LUMIERE	RAPUNZEL	RAPUNZEL	RAPUNZEL	TIMON_AND_PUMBAA	DUFF_KILLIGAN	KIM_POSSIBLE	LAUNCHPAD_MCQUACK	WOODY	TRON	TRON	TRON	TRON	TRON	TRON	TRON	TRON	TRON	BALOO	EEYORE	MUSHU	HANK_AND_DORY
FRANCHISE_TRIAL_ENEMY$52	MUFASA	MUFASA	MUFASA	MUFASA	BOLT	JESSIE	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	VANELLOPE	HOPPER	ROSE	DUFF_KILLIGAN	DUFF_KILLIGAN	KIM_POSSIBLE	RON_STOPPABLE	RON_STOPPABLE	JACK_SKELLINGTON	KING_LOUIE	SHERE_KHAN	ZEUS	ZEUS	ZEUS	ANGER	BOLT	ROCKETEER	TIMON_AND_PUMBAA	TIMON_AND_PUMBAA	TIMON_AND_PUMBAA	WOODY	KIM_POSSIBLE	MONKEY_FIST	LINGUINI_AND_REMY	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FEAR	FEAR	FEAR	LOCK_SHOCK_BARREL	BELLE	SHAN_YU	GERALD_MARLIN_NEMO
FRANCHISE_TRIAL_ENEMY$53	LUISA_MADRIGAL	LUISA_MADRIGAL	LUISA_MADRIGAL	LUISA_MADRIGAL	JESSIE	MOTHER_GOTHEL	VANELLOPE	VANELLOPE	VANELLOPE	HOPPER	ROSE	DUFF_KILLIGAN	KIM_POSSIBLE	KIM_POSSIBLE	MONKEY_FIST	SHEGO	SHEGO	JACK_SPARROW	PEGASUS	ZEUS	PETE	PETE	PETE	BEAST	COGSWORTH_AND_LUMIERE	FAIRY_GODMOTHER	WOODY	WOODY	WOODY	FLIK	MONKEY_FIST	RON_STOPPABLE	MAYOR_BELLWETHER	ARIEL	ARIEL	ARIEL	ARIEL	ARIEL	ARIEL	ARIEL	LAUNCHPAD_MCQUACK	TIMON_AND_PUMBAA	TIMON_AND_PUMBAA	MANTICORE	MINNIE_MOUSE	EEYORE	POWERLINE
FRANCHISE_TRIAL_ENEMY$54	EDNA_MODE	EDNA_MODE	EDNA_MODE	EDNA_MODE	MOTHER_GOTHEL	VANELLOPE	HOPPER	HOPPER	HOPPER	ROSE	DUFF_KILLIGAN	KIM_POSSIBLE	MONKEY_FIST	MONKEY_FIST	RON_STOPPABLE	MIKE	MIKE	QUORRA	SHERE_KHAN	PETE	ANGER	ANGER	ANGER	BELLE	ROCKETEER	FEAR	FLIK	FLIK	FLIK	KEVIN_FLYNN	RON_STOPPABLE	SHEGO	MILO_THATCH	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	FAIRY_GODMOTHER	ROCKETEER	LI_SHANG	BELLE	GOLIATH
FRANCHISE_TRIAL_ENEMY$55	DARWIN	DARWIN	DARWIN	DARWIN	VANELLOPE	HOPPER	ROSE	ROSE	ROSE	DUFF_KILLIGAN	KIM_POSSIBLE	MONKEY_FIST	RON_STOPPABLE	RON_STOPPABLE	SHEGO	RANDALL_BOGGS	RANDALL_BOGGS	KING_LOUIE	ZEUS	ANGER	BEAST	BEAST	BEAST	BOLT	HAMM	JIM_HAWKINS	KEVIN_FLYNN	KEVIN_FLYNN	KEVIN_FLYNN	KRONK	SHEGO	MIKE	RAPUNZEL	KERMIT	TIMON_AND_PUMBAA	ESMERALDA	ESMERALDA	ESMERALDA	ESMERALDA	ESMERALDA	ESMERALDA	ESMERALDA	ESMERALDA	BARLEY_LIGHTFOOT	BALOO	MINNIE_MOUSE	KRISTOFF_AND_SVEN
FRANCHISE_TRIAL_ENEMY$56	MATER	MATER	MATER	MATER	HOPPER	ROSE	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	KIM_POSSIBLE	MONKEY_FIST	RON_STOPPABLE	SHEGO	SHEGO	MIKE	MANTICORE	MANTICORE	PEGASUS	PETE	BEAST	BELLE	BELLE	BELLE	COGSWORTH_AND_LUMIERE	BUZZ	JUDY_HOPPS	KRONK	KRONK	KRONK	MIGUEL	MIKE	RANDALL_BOGGS	THE_MAYOR	ALICE	MIGUEL	RAPUNZEL	RAPUNZEL	RAPUNZEL	RAPUNZEL	RAPUNZEL	LINGUINI_AND_REMY	CHIP_AND_DALE	CHIP_AND_DALE	FOZZIE	LOCK_SHOCK_BARREL	LI_SHANG	TIGGER
FRANCHISE_TRIAL_ENEMY$57	CAPTAIN_GRIME	CAPTAIN_GRIME	CAPTAIN_GRIME	CAPTAIN_GRIME	ROSE	DUFF_KILLIGAN	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	MONKEY_FIST	RON_STOPPABLE	SHEGO	MIKE	MIKE	RANDALL_BOGGS	DAISY_DUCK	DAISY_DUCK	SHERE_KHAN	ANGER	BELLE	BOLT	BOLT	BOLT	ROCKETEER	EMPEROR_ZURG	KRISTOFF_AND_SVEN	MIGUEL	MIGUEL	MIGUEL	THE_MAYOR	RANDALL_BOGGS	MANTICORE	TIMON_AND_PUMBAA	ANIMAL	JOY	JOY	MILO_THATCH	MILO_THATCH	MILO_THATCH	MILO_THATCH	ARIEL	ARIEL	ARIEL	ALADDIN	MANTICORE	BALOO	WINNIE_THE_POOH
FRANCHISE_TRIAL_ENEMY$58	ALADDIN	ALADDIN	ALADDIN	ALADDIN	DUFF_KILLIGAN	KIM_POSSIBLE	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	RON_STOPPABLE	SHEGO	MIKE	RANDALL_BOGGS	RANDALL_BOGGS	MANTICORE	HECTOR_BARBOSSA	HECTOR_BARBOSSA	ZEUS	BEAST	BOLT	COGSWORTH_AND_LUMIERE	COGSWORTH_AND_LUMIERE	COGSWORTH_AND_LUMIERE	HAMM	DUCKY_AND_BUNNY	MAYOR_BELLWETHER	THE_MAYOR	THE_MAYOR	THE_MAYOR	TRON	MANTICORE	FAIRY_GODMOTHER	VIOLET	ESMERALDA	THE_MAYOR	LAUNCHPAD_MCQUACK	LAUNCHPAD_MCQUACK	LAUNCHPAD_MCQUACK	LAUNCHPAD_MCQUACK	LAUNCHPAD_MCQUACK	GIZMODUCK	MEGARA	MEGARA	HIRO	ROCKETEER	JUMBA	MUSHU
FRANCHISE_TRIAL_ENEMY$59	BELLE	BELLE	BELLE	BELLE	KIM_POSSIBLE	MONKEY_FIST	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	SHEGO	MIKE	RANDALL_BOGGS	MANTICORE	MANTICORE	DAISY_DUCK	JACK_SKELLINGTON	JACK_SKELLINGTON	PETE	BELLE	COGSWORTH_AND_LUMIERE	ROCKETEER	ROCKETEER	ROCKETEER	BUZZ	DUKE_CABOOM	RAPUNZEL	TRON	TRON	TRON	BAGHEERA	DAISY_DUCK	FEAR	WOODY	FEAR	FEAR	FEAR	MICKEY_MOUSE	MICKEY_MOUSE	MICKEY_MOUSE	MICKEY_MOUSE	MAYOR_BELLWETHER	MAYOR_BELLWETHER	MAYOR_BELLWETHER	HONEY_LEMON	BARLEY_LIGHTFOOT	PLEAKLEY	SHAN_YU
FRANCHISE_TRIAL_ENEMY$60	BOLT	BOLT	BOLT	BOLT	MONKEY_FIST	RON_STOPPABLE	SHEGO	SHEGO	SHEGO	MIKE	RANDALL_BOGGS	MANTICORE	DAISY_DUCK	DAISY_DUCK	HECTOR_BARBOSSA	JACK_SPARROW	JACK_SPARROW	ANGER	BOLT	ROCKETEER	HAMM	HAMM	HAMM	EMPEROR_ZURG	FAIRY_GODMOTHER	TIMON_AND_PUMBAA	BAGHEERA	BAGHEERA	BAGHEERA	MEGARA	HECTOR_BARBOSSA	GIZMODUCK	YAX	LI_SHANG	LI_SHANG	LI_SHANG	YAX	YAX	YAX	YAX	YAX	YAX	YAX	FRED_FREDERICKSON	FOZZIE	LOCK_SHOCK_BARREL	EEYORE
FRANCHISE_TRIAL_ENEMY$61	JESSIE	JESSIE	JESSIE	JESSIE	RON_STOPPABLE	SHEGO	MIKE	MIKE	MIKE	RANDALL_BOGGS	MANTICORE	DAISY_DUCK	HECTOR_BARBOSSA	HECTOR_BARBOSSA	JACK_SKELLINGTON	QUORRA	QUORRA	BEAST	COGSWORTH_AND_LUMIERE	HAMM	BUZZ	BUZZ	BUZZ	DUCKY_AND_BUNNY	FEAR	WOODY	MEGARA	MEGARA	MEGARA	PHIL	JACK_SKELLINGTON	JIM_HAWKINS	BASIL	MALEFICENT	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	PRINCESS_AURORA	NICK_WILDE	DEMONA	MANTICORE	BELLE
FRANCHISE_TRIAL_ENEMY$62	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	SHEGO	MIKE	RANDALL_BOGGS	RANDALL_BOGGS	RANDALL_BOGGS	MANTICORE	DAISY_DUCK	HECTOR_BARBOSSA	JACK_SKELLINGTON	JACK_SKELLINGTON	JACK_SPARROW	KING_LOUIE	KING_LOUIE	BELLE	ROCKETEER	BUZZ	EMPEROR_ZURG	EMPEROR_ZURG	EMPEROR_ZURG	DUKE_CABOOM	JIM_HAWKINS	FLIK	PHIL	PHIL	PHIL	COLETTE	JACK_SPARROW	JUDY_HOPPS	COLETTE	TWENTY_TWO	ABU	ABU	ABU	ABU	ABU	ABU	ABU	LUCA_AND_ALBERTO	LUCA_AND_ALBERTO	FINNICK		ROCKETEER	MINNIE_MOUSE
FRANCHISE_TRIAL_ENEMY$63	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	MIKE	RANDALL_BOGGS	MANTICORE	MANTICORE	MANTICORE	DAISY_DUCK	HECTOR_BARBOSSA	JACK_SKELLINGTON	JACK_SPARROW	JACK_SPARROW	QUORRA	PEGASUS	PEGASUS	BOLT	HAMM	EMPEROR_ZURG	DUCKY_AND_BUNNY	DUCKY_AND_BUNNY	DUCKY_AND_BUNNY	BUNSEN_AND_BEAKER	JUDY_HOPPS	KEVIN_FLYNN	COLETTE	COLETTE	COLETTE	DONALD_DUCK	QUORRA	KRISTOFF_AND_SVEN	DONALD_DUCK	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CINDERELLA	CHIEF_BOGO		BARLEY_LIGHTFOOT	LI_SHANG
FRANCHISE_TRIAL_ENEMY$64	HOPPER	HOPPER	HOPPER	HOPPER	RANDALL_BOGGS	MANTICORE	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	HECTOR_BARBOSSA	JACK_SKELLINGTON	JACK_SPARROW	QUORRA	QUORRA	KING_LOUIE	SHERE_KHAN	SHERE_KHAN	COGSWORTH_AND_LUMIERE	BUZZ	DUCKY_AND_BUNNY	DUKE_CABOOM	DUKE_CABOOM	DUKE_CABOOM	MISS_PIGGY	KRISTOFF_AND_SVEN	KRONK	DONALD_DUCK	DONALD_DUCK	DONALD_DUCK	MAGICA_DE_SPELL	FAIRY_GODMOTHER	LAUNCHPAD_MCQUACK	DR_DRAKKEN	FOZZIE	DAVY_JONES	ANGEL	ANGEL	ANGEL	ANGEL	ANGEL	COLETTE	TWENTY_TWO	TWENTY_TWO	HUEY_DEWEY_LOUIE		FOZZIE	BALOO
FRANCHISE_TRIAL_ENEMY$65	ROSE	ROSE	ROSE	ROSE	MANTICORE	DAISY_DUCK	HECTOR_BARBOSSA	HECTOR_BARBOSSA	HECTOR_BARBOSSA	JACK_SKELLINGTON	JACK_SPARROW	QUORRA	KING_LOUIE	KING_LOUIE	PEGASUS	ZEUS	ZEUS	ROCKETEER	EMPEROR_ZURG	DUKE_CABOOM	BUNSEN_AND_BEAKER	BUNSEN_AND_BEAKER	BUNSEN_AND_BEAKER	SCAR	MAYOR_BELLWETHER	MIGUEL	MAGICA_DE_SPELL	MAGICA_DE_SPELL	MAGICA_DE_SPELL	MALEFICENT	FEAR	LINGUINI_AND_REMY	FINNICK	ANGEL	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DR_DRAKKEN	DONALD_DUCK		DEMONA	JUMBA
