	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER	NORMAL_CRIT_NEGATION	FANTASTIC_CRIT_NEGATION
PQ_RAINBOW_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_ROCKET_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_CUPCAKE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SPIDER_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_PRESENT_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_BUTTERFLY_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_THUMBSUP_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_THUMBSDOWN_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_BACON_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_POPCORN_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_EIGHTH_NOTE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_BALLOON_EMOJI	EMOJI	PURPLE		R1			60	250																					
ALICE_EMOJI	EMOJI	PURPLE		R9000			60	250																					
BAYMAX_EMOJI	EMOJI	PURPLE		R9000			60	250																					
GASTON_EMOJI	EMOJI	PURPLE		R9000			60	250																					
HIRO_EMOJI	EMOJI	PURPLE		R9000			60	250																					
MAD_HATTER_EMOJI	EMOJI	PURPLE		R9000			60	250																					
MALEFICENT_EMOJI	EMOJI	PURPLE		R9000			60	250																					
MIGUEL_EMOJI	EMOJI	PURPLE		R9000			60	250																					
SCAR_EMOJI	EMOJI	PURPLE		R9000			60	250																					
PIZZA_BORDER	AVATAR_BORDER	WHITE		R1																									
SHOOTING_STAR_BORDER	AVATAR_BORDER	WHITE		R1																									
SUN_MOON_BORDER	AVATAR_BORDER	WHITE		R1																									
GOOFY_BORDER	AVATAR_BORDER	WHITE		R1																									
LADYBUG_BORDER	AVATAR_BORDER	WHITE		R1																									
CANDY_BORDER	AVATAR_BORDER	WHITE		R1																									
BASEBALL_BORDER	AVATAR_BORDER	WHITE		R1																									
POWERLINE_BORDER	AVATAR_BORDER	WHITE		R1																									
GLITCH_HOLOGRAM_BORDER	AVATAR_BORDER	WHITE		R1																									
FIREWORKS_BORDER	AVATAR_BORDER	WHITE		R1																									
MERMAID_BORDER	AVATAR_BORDER	WHITE		R1																									
COMPUTER_CIRCUIT_BORDER	AVATAR_BORDER	WHITE	3	R1				200																					
FREE_NAME_CHANGE	MISC	WHITE		R1																									
EXPEDITION_EPIC_RAID_TICKET	HIDDEN	RED		R1																									
DONALD_HAT_BORDER	AVATAR_BORDER	WHITE		R1																									
FALL_BORDER	AVATAR_BORDER	WHITE		R1																									
FLAMINGO_BORDER	AVATAR_BORDER	WHITE		R1																									
MUPPET_BORDER	AVATAR_BORDER	WHITE		R1																									
NEW_YEAR_BORDER	AVATAR_BORDER	WHITE		R1																									
PEPPERMINT_BORDER	AVATAR_BORDER	WHITE		R1																									
RAINBOW_BORDER	AVATAR_BORDER	WHITE	3	R1				200																					
SNOW_GLOBE_BORDER	AVATAR_BORDER	WHITE		R1																									
WITCH_BORDER	AVATAR_BORDER	WHITE		R1																									
WINTER_BORDER	AVATAR_BORDER	WHITE		R1																									
ALICE_IN_WONDERLAND_BORDER	AVATAR_BORDER	WHITE		R1																									
ART_DECO_BORDER	AVATAR_BORDER	WHITE		R1																									
OCTOPUS_BORDER	AVATAR_BORDER	WHITE		R1																									
STAINED_GLASS_BORDER	AVATAR_BORDER	WHITE		R1																									
CHEESE_BORDER	AVATAR_BORDER	WHITE		R1																									
DOILY_BORDER	AVATAR_BORDER	WHITE		R1																									
FILM_STRIP_BORDER	AVATAR_BORDER	WHITE		R1																									
FISH_BORDER	AVATAR_BORDER	WHITE		R1																									
PEARL_BORDER	AVATAR_BORDER	WHITE		R1																									
PIE_CRUST_BORDER	AVATAR_BORDER	WHITE		R1																									
ST_PATRICKS_BORDER	AVATAR_BORDER	WHITE		R1																									
VALENTINES_BORDER	AVATAR_BORDER	WHITE		R1																									
WOOD_BORDER	AVATAR_BORDER	WHITE		R1																									
RANDALL_BOGGS_EMOJI	EMOJI	PURPLE		R9000			60	250																					
ELSA_EMOJI	EMOJI	PURPLE		R9000			60	250																					
OLAF_EMOJI	EMOJI	PURPLE		R9000			60	250																					
SCROOGE_MCDUCK_EMOJI	EMOJI	PURPLE		R9000			60	250																					
DARKWING_DUCK_EMOJI	EMOJI	PURPLE		R9000			60	250																					
OOGIE_BOOGIE_EMOJI	EMOJI	PURPLE		R9000			60	250																					
PETER_PAN_EMOJI	EMOJI	PURPLE		R9000			60	250																					
CAPTAIN_HOOK_EMOJI	EMOJI	PURPLE		R9000			60	250																					
QUORRA_EMOJI	EMOJI	PURPLE		R9000			60	250																					
JASMINE_EMOJI	EMOJI	PURPLE		R9000			60	250																					
FIGHT_PIT_CHAMPION_BORDER	AVATAR_BORDER	RED		R1																									
FIGHT_PIT_DIV_1_BORDER	AVATAR_BORDER	ORANGE		R1																									
COLISEUM_CHAMPION_BORDER	AVATAR_BORDER	RED		R1																									
COLISEUM_DIV_1_BORDER	AVATAR_BORDER	ORANGE		R1																									
JAFAR_EMOJI	EMOJI	WHITE		R9000																									
QUEEN_OF_HEARTS_EMOJI	EMOJI	WHITE		R9000																									
BEAST_EMOJI	EMOJI	WHITE		R9000																									
LAUNCHPAD_MCQUACK_EMOJI	EMOJI	WHITE		R9000																									
GIZMODUCK_EMOJI	EMOJI	WHITE		R9000																									
RAPUNZEL_EMOJI	EMOJI	WHITE		R9000																									
FLYNN_RIDER_EMOJI	EMOJI	WHITE		R9000																									
RAFIKI_EMOJI	EMOJI	WHITE		R9000																									
KEVIN_FLYNN_EMOJI	EMOJI	WHITE		R9000																									
WINNIE_THE_POOH_EMOJI	EMOJI	WHITE		R9000																									
TIGGER_EMOJI	EMOJI	WHITE		R9000																									
EEYORE_EMOJI	EMOJI	WHITE		R9000																									
MAGICA_DE_SPELL_EMOJI	EMOJI	WHITE		R9000																									
ANNIVERSARY_AVATAR_2	SPECIAL_AVATAR	PURPLE		R1																									
BETA_ANNIVERSARY_AVATAR_2	SPECIAL_AVATAR	PURPLE		R1																									
PQ_ANCHOR_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_APPLE_EMOJI	EMOJI	WHITE		R9000																									
PQ_BANANA_EMOJI	EMOJI	WHITE		R9000																									
PQ_BASEBALL_EMOJI	EMOJI	WHITE		R9000																									
PQ_BAT_EMOJI	EMOJI	WHITE		R9000																									
PQ_BEAR_EMOJI	EMOJI	WHITE		R9000																									
PQ_BEEHIVE_EMOJI	EMOJI	WHITE		R9000																									
PQ_BLACK_CAT_EMOJI	EMOJI	WHITE		R9000																									
PQ_TURTLE_EMOJI	EMOJI	WHITE		R9000																									
PQ_CELEBRATION_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_CHECKMARK_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_CHERRY_EMOJI	EMOJI	WHITE		R9000																									
PQ_CHRISTMAS_TREE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_DEER_EMOJI	EMOJI	WHITE		R1																									
PQ_DOWN_ARROW_EMOJI	EMOJI	WHITE		R9000																									
PQ_DRAGON_EMOJI	EMOJI	WHITE		R1																									
PQ_EXCLAMATION_POINT_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_FIREWORKS_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_FLAMINGO_EMOJI	EMOJI	WHITE		R9000																									
PQ_FLOWER_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_FOUR_LEAF_CLOVER_EMOJI	EMOJI	WHITE		R9000																									
PQ_FOX_EMOJI	EMOJI	PURPLE		R1																									
PQ_FRENCH_FRIES_EMOJI	EMOJI	WHITE		R9000																									
PQ_HAMBURGER_EMOJI	EMOJI	WHITE		R9000																									
PQ_HAND_WAVE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_HEALTH_EMOJI	EMOJI	WHITE		R9000																									
PQ_HEDGEHOG_EMOJI	EMOJI	WHITE		R9000																									
PQ_HONEY_STICK_EMOJI	EMOJI	WHITE		R9000																									
PQ_HOTDOG_EMOJI	EMOJI	WHITE		R9000																									
PQ_ICE_CREAM_SANDWICH_EMOJI	EMOJI	WHITE		R9000																									
PQ_JACK_O_LANTERN_EMOJI	EMOJI	WHITE		R9000																									
PQ_KANGAROO_EMOJI	EMOJI	WHITE		R9000																									
PQ_KING_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_LEAF_EMOJI	EMOJI	WHITE		R9000																									
PQ_LEFT_ARROW_EMOJI	EMOJI	WHITE		R9000																									
PQ_LEFT_POW_EMOJI	EMOJI	WHITE		R9000																									
PQ_LIGHTBULB_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_LLAMA_EMOJI	EMOJI	WHITE		R9000																									
PQ_MANGO_EMOJI	EMOJI	WHITE		R9000																									
PQ_MAST_SHIP_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_MILKSHAKE_EMOJI	EMOJI	WHITE		R9000																									
PQ_MONEY_BAG_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_OWL_EMOJI	EMOJI	WHITE		R9000																									
PQ_PANCAKES_EMOJI	EMOJI	WHITE		R9000																									
PQ_PANDA_EMOJI	EMOJI	WHITE		R9000																									
PQ_PAPARAZZI_CAMERA_EMOJI	EMOJI	WHITE		R9000																									
PQ_PAPER_EMOJI	EMOJI	WHITE		R9000																									
PQ_PARROT_EMOJI	EMOJI	WHITE		R9000																									
PQ_PIE_EMOJI	EMOJI	WHITE		R9000																									
PQ_PIRATE_HAT_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_PIZZA_EMOJI	EMOJI	WHITE		R9000																									
PQ_POPSICLE_EMOJI	EMOJI	WHITE		R9000																									
PQ_POW_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_QUESTION_MARK_EMOJI	EMOJI	WHITE		R9000																									
PQ_REDDOT_EMOJI	EMOJI	WHITE		R9000																									
PQ_RIGHT_ARROW_EMOJI	EMOJI	WHITE		R9000																									
PQ_SCISSORS_EMOJI	EMOJI	WHITE		R9000																									
PQ_SLOTH_EMOJI	EMOJI	WHITE		R9000																									
PQ_SNAIL_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SNOWFLAKE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SNOWMAN_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SOCCER_BALL_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SOMBRERO_EMOJI	EMOJI	WHITE		R9000																									
PQ_LIGHTNING_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SUN_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SWEAT_DROPS_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_TENTACLE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_TOPHAT_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_UMBRELLA_EMOJI	EMOJI	WHITE		R9000																									
PQ_UP_ARROW_EMOJI	EMOJI	WHITE		R9000																									
PQ_WEDDING_RING_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_WHALE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_ARROW_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_KICK_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_SPLASH_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_TORCH_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_TORNADO_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_WAVE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_WINTER_VACATION_CHRISTMAS_TREE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_GLITCHED_SMILE_EMOJI	EMOJI	PURPLE		R1			60	250																					
PQ_NEW_YEAR_BALLOON_EMOJI	EMOJI	PURPLE		R1			60	250																					
RAJAH_EMOJI	EMOJI	WHITE		R9000																									
SVEN_EMOJI	EMOJI	WHITE		R9000																									
KRISTOFF_AND_SVEN_EMOJI	EMOJI	WHITE		R9000																									
GERALD_EMOJI	EMOJI	WHITE		R9000																									
MARLIN_EMOJI	EMOJI	WHITE		R9000																									
NEMO_EMOJI	EMOJI	WHITE		R9000																									
TIMON_EMOJI	EMOJI	WHITE		R9000																									
PUMBAA_EMOJI	EMOJI	WHITE		R9000																									
SIMBA_EMOJI	EMOJI	WHITE		R9000																									
NALA_EMOJI	EMOJI	WHITE		R9000																									
HANK_EMOJI	EMOJI	WHITE		R9000																									
DORY_EMOJI	EMOJI	WHITE		R9000																									
DAVY_JONES_EMOJI	EMOJI	WHITE		R9000																									
BELLE_EMOJI	EMOJI	WHITE		R9000																									
MAXIMUS_EMOJI	EMOJI	WHITE		R9000																									
CHESHIRE_CAT_EMOJI	EMOJI	WHITE		R9000																									
ANGEL_EMOJI	EMOJI	WHITE		R9000																									
SADNESS_EMOJI	EMOJI	WHITE		R9000																									
DISGUST_EMOJI	EMOJI	WHITE		R9000																									
FEAR_EMOJI	EMOJI	WHITE		R9000																									
CLAWHAUSER_EMOJI	EMOJI	WHITE		R9000																									
LILO_EMOJI	EMOJI	WHITE		R9000																									
ANNA_EMOJI	EMOJI	WHITE		R9000																									
KRONK_EMOJI	EMOJI	WHITE		R9000																									
PEGASUS_EMOJI	EMOJI	WHITE		R9000																									
MUFASA_EMOJI	EMOJI	WHITE		R9000																									
T1_COUPON	COUPON	PURPLE		R1																									
T3_COUPON	COUPON	PURPLE		R1																									
T5_COUPON	COUPON	PURPLE		R1																									
T7_COUPON	COUPON	PURPLE		R1																									
T8_COUPON	COUPON	PURPLE		R1																									
T10_COUPON	COUPON	PURPLE		R1																									
T15_COUPON	COUPON	PURPLE		R1																									
T20_COUPON	COUPON	PURPLE		R1																									
T25_COUPON	COUPON	PURPLE		R1																									
T27_COUPON	COUPON	PURPLE		R1																									
T30_COUPON	COUPON	PURPLE		R1																									
T35_COUPON	COUPON	PURPLE		R1																									
T50_COUPON	COUPON	PURPLE		R1																									
T70_COUPON	COUPON	PURPLE		R1																									
T80_COUPON	COUPON	PURPLE		R1																									
T100_COUPON	COUPON	PURPLE		R1																									
MEGABIT_TANK	MEGABIT	YELLOW		R36					100																				
MEGABIT_DPS	MEGABIT	YELLOW		R36					100																				
MEGABIT_SUPPORT	MEGABIT	YELLOW		R36					100																				
MEGABIT_CONTROL	MEGABIT	YELLOW		R36					100																				
WASABI_EMOJI	EMOJI	WHITE		R9000																									
MR_BIG_AND_KOSLOV_EMOJI	EMOJI	WHITE		R9000																									
KOSLOV_EMOJI	EMOJI	WHITE		R9000																									
CODEBASE_CHEST_1X	CHEST	YELLOW		R36																									
WISH_CHEST_1X	CHEST	PURPLE		R1																									
WISH_CHEST_10X	CHEST	ORANGE		R1																									
ANNIVERSARY_3_BORDER	AVATAR_BORDER	YELLOW		R1																									
AMPHIBIA_BORDER	AVATAR_BORDER	YELLOW		R1																									
THE_OWL_HOUSE_BORDER	AVATAR_BORDER	YELLOW		R1																									
NEW_YEARS_2026_BORDER	AVATAR_BORDER	YELLOW		R1																									
ANNIVERSARY_AVATAR_3	SPECIAL_AVATAR	YELLOW		R1																									
BETA_ANNIVERSARY_AVATAR_3	SPECIAL_AVATAR	YELLOW		R1																									
CW_RESET_CONSUMABLE	MISC	ORANGE		R1																									
GOLD_OLYMPIC_AVATAR	AVATAR_BORDER	YELLOW		R1																									
SILVER_OLYMPIC_AVATAR	AVATAR_BORDER	YELLOW		R1																									
BRONZE_OLYMPIC_AVATAR	AVATAR_BORDER	YELLOW		R1																									
PQ_MEDAL_GOLD_EMOJI	EMOJI	PURPLE		R1																									
PQ_MEDAL_SILVER_EMOJI	EMOJI	PURPLE		R1																									
PQ_MEDAL_BRONZE_EMOJI	EMOJI	PURPLE		R1																									
PRIZE_WALL_BRONZE_BORDER	AVATAR_BORDER	YELLOW		R1																									
PRIZE_WALL_SILVER_BORDER	AVATAR_BORDER	YELLOW		R1																									
PRIZE_WALL_GOLD_BORDER	AVATAR_BORDER	YELLOW		R1																									
ANNIVERSARY_4_BORDER	AVATAR_BORDER	YELLOW		R1																									
ANNIVERSARY_AVATAR_4	SPECIAL_AVATAR	YELLOW		R1																									
BETA_ANNIVERSARY_AVATAR_4	SPECIAL_AVATAR	YELLOW		R1																									
ANNIVERSARY_5_BORDER	AVATAR_BORDER	YELLOW		R1																									
ANNIVERSARY_AVATAR_5	SPECIAL_AVATAR	YELLOW		R1																									
BETA_ANNIVERSARY_AVATAR_5	SPECIAL_AVATAR	YELLOW		R1																									
PATCH_ESSENCE_1	PATCH_ESSENCE	YELLOW		R1																									
PATCH_ESSENCE_2	PATCH_ESSENCE	YELLOW		R1																									
PATCH_ESSENCE_3	PATCH_ESSENCE	YELLOW		R1																									
PATCH_ESSENCE_4	PATCH_ESSENCE	YELLOW		R1																									
PATCH_ESSENCE_5	PATCH_ESSENCE	YELLOW		R1																									
LEGENDARY_BORDER_1	AVATAR_BORDER	YELLOW		R1																									
LEGENDARY_BORDER_2	AVATAR_BORDER	YELLOW		R1																									
DROP_BOOSTER_SMALL	MISC	PURPLE		R1																									
DROP_BOOSTER_MEDIUM	MISC	PURPLE		R1																									
DROP_BOOSTER_LARGE	MISC	PURPLE		R1																									
GENERIC_MEGABIT	MISC	YELLOW		R9999																									
SUMMER_BEACH_BORDER	AVATAR_BORDER	YELLOW		R1																									
VIDEO_GAME_DAY_BORDER	AVATAR_BORDER	YELLOW		R1																									
LIGHTS_AND_FRIGHTS_BORDER	AVATAR_BORDER	YELLOW		R1																									
SPIRAL_HILL_ANNIVERSARY_AVATAR	SPECIAL_AVATAR	YELLOW		R1																									
FALL_CORNUCOPIA_BORDER	AVATAR_BORDER	YELLOW		R1																									
SNOWY_BRANCHES_BORDER	AVATAR_BORDER	YELLOW		R1																									
OLAF_BORDER	AVATAR_BORDER	YELLOW		R1																									
PARTY_2024_BORDER	AVATAR_BORDER	YELLOW		R1																									
CRACKED_GLASS_BORDER	AVATAR_BORDER	YELLOW		R80																									
SHINY_BUTTON_BORDER	AVATAR_BORDER	YELLOW		R75																									
FOREST_BORDER	AVATAR_BORDER	YELLOW		R75																									
SKATEBOARD_BORDER	AVATAR_BORDER	YELLOW		R75																									
EARTH_DAY_BORDER	AVATAR_BORDER	YELLOW		R75																									
COOKIE_BORDER	AVATAR_BORDER	YELLOW		R9999																									
PATCH_ESSENCE_BORDER	AVATAR_BORDER	YELLOW		R79																									
CHOCOLATE_HEART_BORDER	AVATAR_BORDER	YELLOW		R1																									
MAGIC_BORDER	AVATAR_BORDER	YELLOW		R1																									
SEASHELLS_BORDER	AVATAR_BORDER	YELLOW		R1																									
PERFECTLY_WRETCHED_BORDER	AVATAR_BORDER	YELLOW		R78																									
NO_WORRIES_BORDER	AVATAR_BORDER	YELLOW		R77																									
MIRABEL_MADRIGAL_BORDER	AVATAR_BORDER	YELLOW		R1																									
LADY_AND_TRAMP_BORDER	AVATAR_BORDER	YELLOW		R1																									
CHICKEN_LITTLE_BORDER	AVATAR_BORDER	YELLOW		R82																									
JOE_GARDNER_BORDER	AVATAR_BORDER	YELLOW		R82																									
GOTHIC_HORROR_BORDER	AVATAR_BORDER	YELLOW		R82																									
MUFASA_BORDER	AVATAR_BORDER	YELLOW		R84																									
PENNY_PROUD_BORDER	AVATAR_BORDER	YELLOW		R82																									
PLAID_SCARF_BORDER	AVATAR_BORDER	YELLOW		R83																									
WINTER_WINDOW_BORDER	AVATAR_BORDER	YELLOW		R84																									
WINTER_VILLAGE_BORDER	AVATAR_BORDER	YELLOW		R85																									
DISCO_2025_BORDER	AVATAR_BORDER	YELLOW		R84																									
ANNE_BOONCHUY_BORDER	AVATAR_BORDER	YELLOW		R85																									
EMBER_LUMEN_BORDER	AVATAR_BORDER	YELLOW		R85																									
SUGA_MAMA_BORDER	AVATAR_BORDER	YELLOW		R85																									
ANXIETY_BORDER	AVATAR_BORDER	YELLOW		R86																									
LILITH_CLAWTHORNE_BORDER	AVATAR_BORDER	YELLOW		R86																									
EDNA_MODE_BORDER	AVATAR_BORDER	YELLOW		R89																									
PHINEAS_BORDER	AVATAR_BORDER	YELLOW		R90																									
REUBEN_BORDER	AVATAR_BORDER	YELLOW		R91																									
LILO_STITCH_SUMMER_BORDER	AVATAR_BORDER	YELLOW		R90																									
ENNUI_BORDER	AVATAR_BORDER	YELLOW		R93																									
PINOCCHIO_BORDER	AVATAR_BORDER	YELLOW		R93																									
LUZ_NOCEDA_CRINGE_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
LUZ_NOCEDA_EXCITED_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
DAISY_DUCK_CHALLENGER_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
DAISY_DUCK_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
DAISY_DUCK_PLATINUM_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
LUZ_NOCEDA_CHALLENGER_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
LUZ_NOCEDA_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
LUZ_NOCEDA_PLATINUM_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
JAKE_LONG_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
JAKE_LONG_PLATINUM_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
JAKE_LONG_CHALLENGER_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
PETE_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
PETE_PLATINUM_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
PETE_CHALLENGER_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
EDA_CLAWTHORNE_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
EDA_CLAWTHORNE_PLATINUM_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
EDA_CLAWTHORNE_CHALLENGER_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
GASTON_GOLD_AVATAR	ALT_HERO_AVATAR	YELLOW		R1																									
