	CATEGORY	UNLOCK_REQS	POINTS	REWARDS
BADGE_AVATARS_192	MISC_AVATARS	FRESH_SPAGHETTI_GEAR_AVATAR,FLYING_BUS_DRIVER_GEAR_AVATAR,FISH_DELIVERY_GEAR_AVATAR,CHEESE_TOUCH_GEAR_AVATAR,BROS_ONLY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_193	MISC_AVATARS	BRO_TIME_GEAR_AVATAR,BLAST_OFF_GEAR_AVATAR,BABY_GONZO_GEAR_AVATAR,BABY_FOZZIE_GEAR_AVATAR,BABY_ANIMAL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_194	MISC_AVATARS	UNEXPECTED_CACTUS_GEAR_AVATAR, THE_BUTT_GEAR_AVATAR, TEAMWORK_GEAR_AVATAR, SAN_FRANSOKYO_GEAR_AVATAR, SAFETY_TREAT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_195	MISC_AVATARS	SAD_RACOON_GEAR_AVATAR, RISE_AND_SHINE_GEAR_AVATAR, RAT_ROMANCE_GEAR_AVATAR, PRIDE_ROCK_GEAR_AVATAR, PRAIRIE_DOG_PARTY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_196	MISC_AVATARS	PICO_GEAR_AVATAR, MIRACLE_CANDLE_GEAR_AVATAR, FAMILY_HUGS_GEAR_AVATAR, DAY_AND_NIGHT_GEAR_AVATAR, DANCING_SNAKE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_197	MISC_AVATARS	CRAZY_OWL_GEAR_AVATAR, CASITA_GEAR_AVATAR, BRUNOS_VISION_GEAR_AVATAR, BOUNTIFUL_HARVEST_GEAR_AVATAR, BABY_POWER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_198	MISC_AVATARS	YEAR_OF_THE_RAT_GEAR_AVATAR, WARRIORS_IN_TRAINING_GEAR_AVATAR, TOO_BIG_FOR_THIS_GEAR_AVATAR, THE_SCARE_PIG_GEAR_AVATAR, SURPRISE_GUEST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_199	MISC_AVATARS	SPACE_FLEET_GEAR_AVATAR, SCARY_EDUCATION_GEAR_AVATAR, REVOLUTIONARY_RAT_WAR_GEAR_AVATAR, OUR_NEW_HOME_GEAR_AVATAR, NOT_A_FALLING_STAR_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_200	MISC_AVATARS	NO_SUPES_GEAR_AVATAR, JUNGLE_FRIENDS_GEAR_AVATAR, JUDGY_LOOKS_GEAR_AVATAR, HUMAN_PARACHUTE_GEAR_AVATAR, GUARD_DUG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_201	MISC_AVATARS	FOR_MULAN_GEAR_AVATAR, CUTE_MA_KAPPA_GEAR_AVATAR, CARL_AND_DUG_GEAR_AVATAR, BROKEN_MEMORIES_GEAR_AVATAR, BABY_MIKE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_202	MISC_AVATARS	ANIMAL_HYDRATION_GEAR_AVATAR, CONFUSED_CHICKEN_GEAR_AVATAR, EARTH_IS_NEXT_GEAR_AVATAR, CITY_IN_THE_SKY_GEAR_AVATAR, GODLY_BABY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_203	MISC_AVATARS	BABY_STEED_GEAR_AVATAR, FOUR_TOWNIE_GEAR_AVATAR, TEMPLE_KEEPER_GEAR_AVATAR, TEMPLE_GUARDIAN_GEAR_AVATAR, POWER_PANDAS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_204	MISC_AVATARS	NEW_PERSPECTIVE_GEAR_AVATAR, HEART_OF_ATLANTIS_GEAR_AVATAR, FLYING_FISH_GEAR_AVATAR, MAGICAL_MARIPOSA_GEAR_AVATAR, PIRATES_BEST_FRIEND_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_205	MISC_AVATARS	CRESCENTIA_GEAR_AVATAR, KEEP_MOVING_FORWARD_GEAR_AVATAR, MEMORY_SCANNER_GEAR_AVATAR, TEAMS_DINOS_GEAR_AVATAR, INTERGALACTIC_PIZZA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_206	MISC_AVATARS	FAMILY_REUNION_GEAR_AVATAR, BRAIN_POWER_GEAR_AVATAR, STORY_TIME_GEAR_AVATAR, HAPPY_SIBLINGS_GEAR_AVATAR, MODE_MANSION_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_207	MISC_AVATARS	MAMA_COCO_GEAR_AVATAR, CONFUSED_DOGGY_GEAR_AVATAR, RIVERA_TRADITION_GEAR_AVATAR, BOLT_STARE_GEAR_AVATAR, DAWN_BUG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_208	MISC_AVATARS	FOOT_RING_GEAR_AVATAR, RAS_GEAR_AVATAR, SMALL_BUT_POWERFUL_GEAR_AVATAR, SILENT_SPARROW_GEAR_AVATAR, HEALTHY_CHIP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_209	MISC_AVATARS	I_AM_CALM_GEAR_AVATAR, STAY_CALM_GEAR_AVATAR, NOT_QUITE_CALM_GEAR_AVATAR, NATION_OF_PANDAS_GEAR_AVATAR, A_FISHY_DRAWING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_210	MISC_AVATARS	WOODSY_SNACK_GEAR_AVATAR, SPORTS_HAT_GEAR_AVATAR, SLUG_THINGS_GEAR_AVATAR, SAD_MUSIC_GEAR_AVATAR, ROYAL_FORTUNE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_211	MISC_AVATARS	PRACTICE_NEEDED_GEAR_AVATAR, PASS_THE_SUGAR_GEAR_AVATAR, OLE_BETSY_GEAR_AVATAR, NEW_WORLD_GEAR_AVATAR, NEVER_LOST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_212	MISC_AVATARS	LEISURE_TIME_GEAR_AVATAR, LADYBUG_CAPE_GEAR_AVATAR, FOR_A_KING_GEAR_AVATAR, FLAVERSHAMS_STORE_GEAR_AVATAR, EVEN_SMALLER_TOY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_213	MISC_AVATARS	A_WIZARDS_HIDEOUT_GEAR_AVATAR,CUTE_DRAWING_GEAR_AVATAR,DIVINE_TELLING_GEAR_AVATAR,ALL_JEWELED_OUT_GEAR_AVATAR,BLUEBERRIES_UNITE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_214	MISC_AVATARS	ROYAL_DISGUISE_GEAR_AVATAR, FACE_COVERING_GEAR_AVATAR, FLUTE_CASE_GEAR_AVATAR, MAP_OF_NOTRE_DAME_GEAR_AVATAR, BIG_MARIE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_215	MISC_AVATARS	MODERN_ART_GEAR_AVATAR, HYDROS_GEAR_AVATAR, LYTHOS_GEAR_AVATAR, STRATOS_GEAR_AVATAR, PALATE_CLEANSER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_216	MISC_AVATARS	KING_CANDY_GEAR_AVATAR, NO_GLITCHES_GEAR_AVATAR, PYROS_GEAR_AVATAR, HEROS_CELEBRATION_GEAR_AVATAR, TURTLE_NECK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_217	MISC_AVATARS	OCEAN_SIDE_VIEW_GEAR_AVATAR, LITTLE_SCHOLAR_GEAR_AVATAR, YOUNG_ICE_HARVESTER_GEAR_AVATAR, AARON_Z_GEAR_AVATAR, REINDEERS_BEGINNINGS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_218	MISC_AVATARS	BUNNY_SLIPPERS_GEAR_AVATAR, MULE_MUSIC_GEAR_AVATAR, MICROBOT_GEAR_AVATAR, UNAMUSED_GEAR_AVATAR, ELECTROMAGNETIC_BIKE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_219	MISC_AVATARS	TERRIFYING_HENCHMEN_GEAR_AVATAR, SOX_GEAR_AVATAR, TRAVEL_PLANS_GEAR_AVATAR, BREAKFAST_BOWL_GEAR_AVATAR, DIGITAL_PET_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_220	MISC_AVATARS	ROOM_FOR_SECONDS_GEAR_AVATAR, BURIED_ALONE_GEAR_AVATAR, HYPERSPEED_GEAR_AVATAR, LIGHT_IN_THE_DARK_GEAR_AVATAR, SPONGE_BEDS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_221	MISC_AVATARS	WASHED_UP_GEAR_AVATAR, BRIBE_OF_KINDNESS_GEAR_AVATAR, TASTEFUL_TALE_GEAR_AVATAR, PRECIOUS_CREATION_GEAR_AVATAR, GLOWING_FUNGI_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_222	MISC_AVATARS	TOO_MUCH_FUN_GEAR_AVATAR, SAXON_GEAR_AVATAR, MELISSA_GEAR_AVATAR, LOST_THINGS_GEAR_AVATAR, A_CUT_OUT_PLAN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_223	MISC_AVATARS	RACHEL_GEAR_AVATAR, BOOS_MONSTER_GEAR_AVATAR, SHAME_CAGE_GEAR_AVATAR, PAINTED_BUG_GEAR_AVATAR, FINE_CRAFTSMANSHIP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_224	MISC_AVATARS	HOOTY_GEAR_AVATAR, BESSIE_GEAR_AVATAR, TRUSTY_WEAPON_GEAR_AVATAR, AARON_T_GEAR_AVATAR, SPACE_CHICKEN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_225	MISC_AVATARS	TAE_YOUNG_GEAR_AVATAR, JESSE_GEAR_AVATAR, ROBAIRE_GEAR_AVATAR, AARON_Z_NEW_GEAR_AVATAR, POLLY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_226	MISC_AVATARS	JUNGLE_DUCK_GEAR_AVATAR, LAVISH_LASER_GEAR_AVATAR, GREEDY_FUTURE_GEAR_AVATAR, CAPTAIN_CAKERZ_GEAR_AVATAR, FASHIONABLE_COAT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_227	MISC_AVATARS	GIGGLESNORP_GEAR_AVATAR, ROBO_CARP_GEAR_AVATAR, VIRUS_ATTACK_GEAR_AVATAR, WORM_ABS_GEAR_AVATAR, OMINOUS_WRECKAGE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_228	MISC_AVATARS	SPACE_TRAVELING_BANJO_GEAR_AVATAR, MEDAL_OF_EVIL_GEAR_AVATAR, WIRELESS_RECEPTION_GEAR_AVATAR, CAPTAIN_TIM_GEAR_AVATAR, CROCHETED_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_229	MISC_AVATARS	FLORAL_SKIN_GEAR_AVATAR, GOLDEN_NUTCRACKER_GEAR_AVATAR, BAGUETTE_KNIGHT_GEAR_AVATAR, CLUCKED_PERFORMANCE_GEAR_AVATAR, TIGHT_FIT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_230	MISC_AVATARS	PLATINUM_ANEMONEMONE_GEAR_AVATAR, PLATINUM_BELLA_NOTTE_GEAR_AVATAR, PLATINUM_ACE_OF_SPADES_GEAR_AVATAR, PLATINUM_A_BIT_OF_PRESTIDIGITATION_GEAR_AVATAR, PLATINUM_BADGE_OF_FRIENDSHIP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_231	MISC_AVATARS	PLATINUM_CRAB_CAKE_GEAR_AVATAR, PLATINUM_CLEVER_FOX_GEAR_AVATAR, PLATINUM_CONTINENTAL_BREAKFAST_GEAR_AVATAR, PLATINUM_BLUEBIRD_OF_HAPPINESS_GEAR_AVATAR, PLATINUM_BUNDLE_OF_FIREWORKS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_232	MISC_AVATARS	PLATINUM_NUMBER_ONE_DIME_GEAR_AVATAR, PLATINUM_INCONSPICUOUS_APPLE_GEAR_AVATAR, PLATINUM_DULL_SWORD_GEAR_AVATAR, PLATINUM_GRUB_GEAR_AVATAR, PLATINUM_HEARTY_BREAKFAST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_233	MISC_AVATARS	PLATINUM_THINGAMABOB_GEAR_AVATAR, PLATINUM_SUGAR_RUSH_GEAR_AVATAR, PLATINUM_PAPER_AIRPLANE_GEAR_AVATAR, PLATINUM_PARTY_REX_GEAR_AVATAR, PLATINUM_SUNNY_SIDE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_234	MISC_AVATARS	PLATINUM_JAR_OF_MARS_GEAR_AVATAR, PLATINUM_MEEKOS_BISCUITS_GEAR_AVATAR, PLATINUM_GOLDEN_TEAPOT_GEAR_AVATAR, PLATINUM_GOLDEN_FLOWER_GEAR_AVATAR, PLATINUM_LOVELY_BUNCH_OF_COCONUTS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_235	MISC_AVATARS	PLATINUM_SAN_FRANCISCO_PIZZA_GEAR_AVATAR, PLATINUM_POPPIN_CARPET_BAG_GEAR_AVATAR, PLATINUM_PRICKLY_PEAR_GEAR_AVATAR, PLATINUM_MOON_ANCHOR_GEAR_AVATAR, PLATINUM_PIRATES_COMPASS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_236	MISC_AVATARS	PLATINUM_THE_PERFECT_CAST_GEAR_AVATAR, PLATINUM_SWORD_IN_A_STONE_GEAR_AVATAR, PLATINUM_SORCERERS_HAT_GEAR_AVATAR, PLATINUM_STRANGE_MUSHROOM_GEAR_AVATAR, PLATINUM_SUPER_DUPER_GLUE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_237	MISC_AVATARS	PLATINUM_GLASS_SLIPPERS_GEAR_AVATAR, PLATINUM_COOKBOOK_GEAR_AVATAR, PLATINUM_TOUGH_COOKIE_GEAR_AVATAR, PLATINUM_BADGE_OF_STEALTH_GEAR_AVATAR, PLATINUM_FRYING_PAN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_238	MISC_AVATARS	PLATINUM_EMBRITTLEMENT_PERFUME_GEAR_AVATAR, PLATINUM_FLYAWAY_UMBRELLA_GEAR_AVATAR, PLATINUM_BADGE_OF_GIRTH_GEAR_AVATAR, PLATINUM_ANVIL_OF_MORALITY_GEAR_AVATAR, PLATINUM_EXTRACT_OF_LLAMA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_239	MISC_AVATARS	PLATINUM_MYSTERIOUS_SEEDLING_GEAR_AVATAR, PLATINUM_IMAGINATION_SHIP_GEAR_AVATAR, PLATINUM_MRS_NESBITTS_CHAPEAU_GEAR_AVATAR, PLATINUM_GIGANTIC_PEACH_GEAR_AVATAR, PLATINUM_HOMEOPATHIC_CURE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_240	MISC_AVATARS	PLATINUM_REINDEER_MOTIVATION_GEAR_AVATAR, PLATINUM_PRINCESS_FINDER_GEAR_AVATAR, PLATINUM_NOT_SO_INCREDIBLE_CAR_GEAR_AVATAR, PLATINUM_PIGGY_BANK_GEAR_AVATAR, PLATINUM_PIRATE_HAT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_241	MISC_AVATARS	PLATINUM_WIG_A_LA_MODE_GEAR_AVATAR, PLATINUM_TREASURE_MAP_GEAR_AVATAR, PLATINUM_SNUGGLY_DUCKLING_GEAR_AVATAR, PLATINUM_SPILT_MILK_GEAR_AVATAR, PLATINUM_WICKED_BEATS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_242	MISC_AVATARS	PLATINUM_BADGE_OF_MOTIVATION_GEAR_AVATAR, PLATINUM_BASKETBALL_JERSEY_GEAR_AVATAR, PLATINUM_CLEANING_SERVICE_GEAR_AVATAR, PLATINUM_CHERRY_BOMB_GEAR_AVATAR, PLATINUM_CHIEFS_STONE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_243	MISC_AVATARS	PLATINUM_CONSPICUOUS_APPLE_GEAR_AVATAR, PLATINUM_NOTRE_DINNER_BELL_GEAR_AVATAR, PLATINUM_DREAM_JAR_GEAR_AVATAR, PLATINUM_INCOGNITO_MODE_GEAR_AVATAR, PLATINUM_IMPRACTICAL_CUFFLINKS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_244	MISC_AVATARS	PLATINUM_POCKET_TREE_GEAR_AVATAR, PLATINUM_ROUSING_MUSICAL_NUMBER_GEAR_AVATAR, PLATINUM_PROUD_UNICORN_GEAR_AVATAR, PLATINUM_SAVE_TOKEN_GEAR_AVATAR, PLATINUM_REALLY_BAD_EGG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_245	MISC_AVATARS	PLATINUM_WILDERNESS_EXPLORER_GEAR_AVATAR, PLATINUM_TIME_SINK_GEAR_AVATAR, PLATINUM_YOU_CAN_FLY_GEAR_AVATAR, PLATINUM_SLIVER_OF_HOPE_GEAR_AVATAR, PLATINUM_YZMAS_ANTI_AGING_CREAM_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_246	MISC_AVATARS	PLATINUM_AIR_HERCS_GEAR_AVATAR, PLATINUM_BEAUTIFUL_LAMP_GEAR_AVATAR, PLATINUM_DOCTORS_TOP_HAT_GEAR_AVATAR, PLATINUM_BONE_XYLOPHONE_GEAR_AVATAR, PLATINUM_DISCARDED_TIARA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_247	MISC_AVATARS	PLATINUM_ESCAPE_PLAN_GEAR_AVATAR, PLATINUM_GO_FOR_THE_GOLD_GEAR_AVATAR, PLATINUM_FAIRY_LANTERN_GEAR_AVATAR, PLATINUM_GLOW_BUG_GEAR_AVATAR, PLATINUM_FLUBBER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_248	MISC_AVATARS	PLATINUM_LAWNMOWER_REMOTE_GEAR_AVATAR, PLATINUM_MISPLACED_TAIL_GEAR_AVATAR, PLATINUM_LIGHTSPEED_GEAR_AVATAR, PLATINUM_MIST_MAKER_GEAR_AVATAR, PLATINUM_LOVE_BUG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_249	MISC_AVATARS	PLATINUM_SHOEBILL_GEAR_AVATAR, PLATINUM_SEA_WITCHS_CONTRACT_GEAR_AVATAR, PLATINUM_SPIDER_NOIRE_GEAR_AVATAR, PLATINUM_PIGASUS_GEAR_AVATAR, PLATINUM_STYLIN_PENGUIN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_250	MISC_AVATARS	PLATINUM_BELLWEATHERS_MUG_GEAR_AVATAR, PLATINUM_BRUCES_BADGES_GEAR_AVATAR, PLATINUM_BAYMAX_PATCH_KIT_GEAR_AVATAR, PLATINUM_CALAMARI_GEAR_AVATAR, PLATINUM_AQUARIUM_TAG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_251	MISC_AVATARS	PLATINUM_FA_FAMILY_SHEARS_GEAR_AVATAR, PLATINUM_DRAMATIC_PAUSE_GEAR_AVATAR, PLATINUM_FOX_MACE_GEAR_AVATAR, PLATINUM_DEVILS_LIPSTICK_GEAR_AVATAR, PLATINUM_GRAPPLING_HOOK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_252	MISC_AVATARS	PLATINUM_IMPRACTICAL_OVEN_MITS_GEAR_AVATAR, PLATINUM_JAFARS_CUFFLINKS_GEAR_AVATAR, PLATINUM_JEWEL_OF_ATLANTIS_GEAR_AVATAR, PLATINUM_HOT_DOG_GEAR_AVATAR, PLATINUM_LAST_RESORT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_253	MISC_AVATARS	PLATINUM_UNBIRTHDAY_HAT_GEAR_AVATAR, PLATINUM_PINEAPPLE_CRATE_GEAR_AVATAR, PLATINUM_RASPBEARY_CAKE_GEAR_AVATAR, PLATINUM_SPELL_DIARY_GEAR_AVATAR, PLATINUM_SPEAR_MINT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_254	MISC_AVATARS	PLATINUM_CARROT_PEN_GEAR_AVATAR, PLATINUM_CURSED_COIN_GEAR_AVATAR, PLATINUM_BLACK_CAULDRON_GEAR_AVATAR, PLATINUM_DARK_DISGUISE_GEAR_AVATAR, PLATINUM_BEACH_BOMB_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_255	MISC_AVATARS	PLATINUM_JAR_OF_DIRT_GEAR_AVATAR, PLATINUM_FREDS_RECYCLED_BOXERS_GEAR_AVATAR, PLATINUM_KIMMUNICATOR_GEAR_AVATAR, PLATINUM_DEUS_EXCALIBUR_GEAR_AVATAR, PLATINUM_LEANING_TOWER_OF_CHEEZ_A_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_256	MISC_AVATARS	PLATINUM_MASK_OF_THE_CAKE_EATER_GEAR_AVATAR, PLATINUM_OOZMA_KAPP_PLEDGE_KIT_GEAR_AVATAR, PLATINUM_ROCK_PUNCH_GEAR_AVATAR, PLATINUM_LUCKY_EARS_GEAR_AVATAR, PLATINUM_SAFETY_HELMET_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_257	MISC_AVATARS	PLATINUM_WILBURS_BACKUP_CAP_GEAR_AVATAR, PLATINUM_SANDY_CLAWS_LANTERN_GEAR_AVATAR, PLATINUM_STABLE_WALKING_CANE_GEAR_AVATAR, PLATINUM_TRITONS_TRIDENT_GEAR_AVATAR, PLATINUM_STONE_GUARDIAN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_258	MISC_AVATARS	PLATINUM_BREAKFAST_OF_CHAMPIONS_GEAR_AVATAR, PLATINUM_CLOSE_SHAVE_GEAR_AVATAR, PLATINUM_BIT_GEAR_AVATAR, PLATINUM_EXCLUSIVE_CLUB_BADGE_GEAR_AVATAR, PLATINUM_BADGE_OF_TRUE_LOVE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_259	MISC_AVATARS	PLATINUM_ITS_DUCKY_MOMO_GEAR_AVATAR, PLATINUM_HANKS_HOT_SAUCE_GEAR_AVATAR, PLATINUM_JAR_OF_HUNNY_GEAR_AVATAR, PLATINUM_GUMMIBEARY_JUICE_GEAR_AVATAR, PLATINUM_LOOT_OF_A_THOUSAND_WORLDS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_260	MISC_AVATARS	PLATINUM_OO_DE_LALLY_ARROWS_GEAR_AVATAR, PLATINUM_PIXIE_DUST_GEAR_AVATAR, PLATINUM_POTENTIAL_CARRIAGE_GEAR_AVATAR, PLATINUM_MYSTERIOUS_JOURNAL_GEAR_AVATAR, PLATINUM_ROCKET_PACK_PATCH_KIT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_261	MISC_AVATARS	PLATINUM_WINNIFREDS_SPELLBOOK_GEAR_AVATAR, PLATINUM_SCREAM_CANISTER_GEAR_AVATAR, PLATINUM_SHRINK_RAY_GEAR_AVATAR, PLATINUM_UKULELE_GEAR_AVATAR, PLATINUM_THINKING_CAP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_262	MISC_AVATARS	PLATINUM_LOCKED_DOOR_GEAR_AVATAR, PLATINUM_CROWN_OF_THE_WILD_FRONTIER_GEAR_AVATAR, PLATINUM_A_VERY_PINE_HAT_GEAR_AVATAR, PLATINUM_BOAT_SNACK_GEAR_AVATAR, PLATINUM_CROQUET_BALL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_263	MISC_AVATARS	PLATINUM_HANDSOME_PRINCE_GEAR_AVATAR, PLATINUM_CUTE_ING_STAR_GEAR_AVATAR, PLATINUM_EMBLEM_OF_BRAVERY_GEAR_AVATAR, PLATINUM_DOGS_BREAKFAST_GEAR_AVATAR, PLATINUM_LIQUID_BREAKFAST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_264	MISC_AVATARS	PLATINUM_PC_FLYERS_GEAR_AVATAR, PLATINUM_MERLINS_BAG_GEAR_AVATAR, PLATINUM_LOVE_BIRDS_GEAR_AVATAR, PLATINUM_REALLY_GOOD_BALL_GEAR_AVATAR, PLATINUM_PIED_SANDPIPER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_265	MISC_AVATARS	PLATINUM_VITAL_INFORMATION_GEAR_AVATAR, PLATINUM_SALLYS_SPICES_GEAR_AVATAR, PLATINUM_SNARFFBLATT_GEAR_AVATAR, PLATINUM_SWEET_TOOTH_GEAR_AVATAR, PLATINUM_THE_MAGIC_BRUSH_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_266	MISC_AVATARS	PLATINUM_FLIGHT_OF_FANCY_GEAR_AVATAR, PLATINUM_I_FIGHT_FOR_THE_USERS_GEAR_AVATAR, PLATINUM_DRUM_LINE_GEAR_AVATAR, PLATINUM_ITS_ROBOT_TIME_GEAR_AVATAR, PLATINUM_KING_OF_BALD_MOUNTAIN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_267	MISC_AVATARS	PLATINUM_TOUGH_PETAL_GEAR_AVATAR, PLATINUM_PEPPER_SHAKER_GEAR_AVATAR, PLATINUM_TOKEN_OF_RADITUDE_GEAR_AVATAR, PLATINUM_PIRATE_HIDEOUT_GEAR_AVATAR, PLATINUM_MATHEMATICALLY_DELICIOUS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_268	MISC_AVATARS	PLATINUM_BADGE_OF_LEVITATION_GEAR_AVATAR, PLATINUM_WHALE_OF_A_TALE_GEAR_AVATAR, PLATINUM_TRUST_IN_ME_GEAR_AVATAR, PLATINUM_TRICK_OR_TREAT_GEAR_AVATAR, PLATINUM_BADGE_OF_TOMORROW_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_269	MISC_AVATARS	PLATINUM_CIRCLE_OF_LIFE_GEAR_AVATAR, PLATINUM_BLANK_CHECK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_270	MISC_AVATARS	PLATINUM_FANTASOUND_GEAR_AVATAR, PLATINUM_GONNA_GET_A_LITTLE_WEIRD_GEAR_AVATAR, PLATINUM_ARTISTS_PORTRAIT_GEAR_AVATAR, PLATINUM_COLOR_WHEEL_GEAR_AVATAR, PLATINUM_DINGLEHOPPER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_271	MISC_AVATARS	PLATINUM_LOVE_POTION_GEAR_AVATAR, PLATINUM_KAWAIIEXE_GEAR_AVATAR, PLATINUM_ILL_WISHING_WELL_GEAR_AVATAR, PLATINUM_MAGICA_SHADOW_GEAR_AVATAR, PLATINUM_LUCKY_EGG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
