	CATEGORY	RARITY
RANDALL_BOGGS_GROSS	DISNEY_EMOJI	RARE
RANDALL_BOGGS_LOVE	DISNEY_EMOJI	UNCOMMON
RANDALL_BOGGS_POWER	DISNEY_EMOJI	LEGENDARY
RANDALL_BOGGS_SCARED	DISNEY_EMOJI	UNCOMMON
RANDALL_BOGGS_SLEEP	DISNEY_EMOJI	RARE
RANDALL_BOGGS_SURPRISE	DISNEY_EMOJI	UNCOMMON
ELSA_SMILE	DISNEY_EMOJI	COMMON
ELSA_EXCITE	DISNEY_EMOJI	COMMON
ELSA_POWER	DISNEY_EMOJI	LEGENDARY
ELSA_SCARED	DISNEY_EMOJI	UNCOMMON
ELSA_SLEEP	DISNEY_EMOJI	RARE
ELSA_SURPRISE	DISNEY_EMOJI	UNCOMMON
SCROOGE_MCDUCK_SMILE	DISNEY_EMOJI	COMMON
SCROOGE_MCDUCK_EXCITE	DISNEY_EMOJI	COMMON
SCROOGE_MCDUCK_GROSS	DISNEY_EMOJI	RARE
SCROOGE_MCDUCK_LOVE	DISNEY_EMOJI	UNCOMMON
SCROOGE_MCDUCK_POWER	DISNEY_EMOJI	LEGENDARY
SCROOGE_MCDUCK_SCARED	DISNEY_EMOJI	UNCOMMON
SCROOGE_MCDUCK_SLEEP	DISNEY_EMOJI	RARE
SCROOGE_MCDUCK_SURPRISE	DISNEY_EMOJI	UNCOMMON
DARKWING_DUCK_SMILE	DISNEY_EMOJI	COMMON
DARKWING_DUCK_EXCITE	DISNEY_EMOJI	COMMON
DARKWING_DUCK_GROSS	DISNEY_EMOJI	RARE
DARKWING_DUCK_LOVE	DISNEY_EMOJI	UNCOMMON
DARKWING_DUCK_POWER	DISNEY_EMOJI	LEGENDARY
DARKWING_DUCK_SCARED	DISNEY_EMOJI	UNCOMMON
DARKWING_DUCK_SLEEP	DISNEY_EMOJI	RARE
DARKWING_DUCK_SURPRISE	DISNEY_EMOJI	UNCOMMON
OOGIE_BOOGIE_SMILE	DISNEY_EMOJI	COMMON
OOGIE_BOOGIE_EXCITE	DISNEY_EMOJI	COMMON
OOGIE_BOOGIE_GROSS	DISNEY_EMOJI	RARE
OOGIE_BOOGIE_LOVE	DISNEY_EMOJI	UNCOMMON
OOGIE_BOOGIE_POWER	DISNEY_EMOJI	LEGENDARY
OOGIE_BOOGIE_SCARED	DISNEY_EMOJI	UNCOMMON
OOGIE_BOOGIE_SLEEP	DISNEY_EMOJI	RARE
OOGIE_BOOGIE_SURPRISE	DISNEY_EMOJI	UNCOMMON
PETER_PAN_SMILE	DISNEY_EMOJI	COMMON
PETER_PAN_EXCITE	DISNEY_EMOJI	COMMON
PETER_PAN_GROSS	DISNEY_EMOJI	RARE
PETER_PAN_LOVE	DISNEY_EMOJI	UNCOMMON
PETER_PAN_POWER	DISNEY_EMOJI	LEGENDARY
PETER_PAN_SCARED	DISNEY_EMOJI	UNCOMMON
PETER_PAN_SLEEP	DISNEY_EMOJI	RARE
PETER_PAN_SURPRISE	DISNEY_EMOJI	UNCOMMON
CAPTAIN_HOOK_SMILE	DISNEY_EMOJI	COMMON
CAPTAIN_HOOK_EXCITE	DISNEY_EMOJI	COMMON
CAPTAIN_HOOK_GROSS	DISNEY_EMOJI	RARE
CAPTAIN_HOOK_LOVE	DISNEY_EMOJI	UNCOMMON
CAPTAIN_HOOK_POWER	DISNEY_EMOJI	LEGENDARY
CAPTAIN_HOOK_SCARED	DISNEY_EMOJI	UNCOMMON
CAPTAIN_HOOK_SLEEP	DISNEY_EMOJI	RARE
CAPTAIN_HOOK_SURPRISE	DISNEY_EMOJI	UNCOMMON
QUORRA_SMILE	DISNEY_EMOJI	COMMON
QUORRA_EXCITE	DISNEY_EMOJI	COMMON
QUORRA_GROSS	DISNEY_EMOJI	RARE
QUORRA_LOVE	DISNEY_EMOJI	UNCOMMON
QUORRA_POWER	DISNEY_EMOJI	LEGENDARY
QUORRA_SCARED	DISNEY_EMOJI	UNCOMMON
QUORRA_SLEEP	DISNEY_EMOJI	RARE
QUORRA_SURPRISE	DISNEY_EMOJI	UNCOMMON
JASMINE_SMILE	DISNEY_EMOJI	COMMON
JASMINE_EXCITE	DISNEY_EMOJI	COMMON
JASMINE_GROSS	DISNEY_EMOJI	RARE
JASMINE_LOVE	DISNEY_EMOJI	UNCOMMON
JASMINE_POWER	DISNEY_EMOJI	LEGENDARY
JASMINE_SCARED	DISNEY_EMOJI	UNCOMMON
JASMINE_SLEEP	DISNEY_EMOJI	RARE
JASMINE_SURPRISE	DISNEY_EMOJI	UNCOMMON
OLAF_SMILE	DISNEY_EMOJI	COMMON
OLAF_EXCITE	DISNEY_EMOJI	COMMON
OLAF_GROSS	DISNEY_EMOJI	RARE
OLAF_LOVE	DISNEY_EMOJI	UNCOMMON
OLAF_POWER	DISNEY_EMOJI	LEGENDARY
OLAF_SCARED	DISNEY_EMOJI	UNCOMMON
OLAF_SLEEP	DISNEY_EMOJI	RARE
OLAF_SURPRISE	DISNEY_EMOJI	UNCOMMON
CALHOUN_WHITE_AVATAR	SKILL_AVATAR	COMMON
CALHOUN_GREEN_AVATAR	SKILL_AVATAR	COMMON
CALHOUN_BLUE_AVATAR	SKILL_AVATAR	COMMON
CALHOUN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
CALHOUN_RED_AVATAR	SKILL_AVATAR	RARE
RALPH_WHITE_AVATAR	SKILL_AVATAR	COMMON
RALPH_GREEN_AVATAR	SKILL_AVATAR	COMMON
RALPH_BLUE_AVATAR	SKILL_AVATAR	COMMON
RALPH_PURPLE_AVATAR	SKILL_AVATAR	COMMON
RALPH_RED_AVATAR	SKILL_AVATAR	RARE
FELIX_WHITE_AVATAR	SKILL_AVATAR	COMMON
FELIX_GREEN_AVATAR	SKILL_AVATAR	COMMON
FELIX_BLUE_AVATAR	SKILL_AVATAR	COMMON
FELIX_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FELIX_RED_AVATAR	SKILL_AVATAR	RARE
VANELLOPE_WHITE_AVATAR	SKILL_AVATAR	COMMON
VANELLOPE_GREEN_AVATAR	SKILL_AVATAR	COMMON
VANELLOPE_BLUE_AVATAR	SKILL_AVATAR	COMMON
VANELLOPE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
VANELLOPE_RED_AVATAR	SKILL_AVATAR	RARE
JUDY_HOPPS_WHITE_AVATAR	SKILL_AVATAR	COMMON
JUDY_HOPPS_GREEN_AVATAR	SKILL_AVATAR	COMMON
JUDY_HOPPS_BLUE_AVATAR	SKILL_AVATAR	COMMON
JUDY_HOPPS_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JUDY_HOPPS_RED_AVATAR	SKILL_AVATAR	RARE
NICK_WILDE_WHITE_AVATAR	SKILL_AVATAR	COMMON
NICK_WILDE_GREEN_AVATAR	SKILL_AVATAR	COMMON
NICK_WILDE_BLUE_AVATAR	SKILL_AVATAR	COMMON
NICK_WILDE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
NICK_WILDE_RED_AVATAR	SKILL_AVATAR	RARE
FINNICK_WHITE_AVATAR	SKILL_AVATAR	COMMON
FINNICK_GREEN_AVATAR	SKILL_AVATAR	COMMON
FINNICK_BLUE_AVATAR	SKILL_AVATAR	COMMON
FINNICK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FINNICK_RED_AVATAR	SKILL_AVATAR	RARE
CHIEF_BOGO_WHITE_AVATAR	SKILL_AVATAR	COMMON
CHIEF_BOGO_GREEN_AVATAR	SKILL_AVATAR	COMMON
CHIEF_BOGO_BLUE_AVATAR	SKILL_AVATAR	COMMON
CHIEF_BOGO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
CHIEF_BOGO_RED_AVATAR	SKILL_AVATAR	RARE
YAX_WHITE_AVATAR	SKILL_AVATAR	COMMON
YAX_GREEN_AVATAR	SKILL_AVATAR	COMMON
YAX_BLUE_AVATAR	SKILL_AVATAR	COMMON
YAX_PURPLE_AVATAR	SKILL_AVATAR	COMMON
YAX_RED_AVATAR	SKILL_AVATAR	RARE
MR_INCREDIBLE_WHITE_AVATAR	SKILL_AVATAR	COMMON
MR_INCREDIBLE_GREEN_AVATAR	SKILL_AVATAR	COMMON
MR_INCREDIBLE_BLUE_AVATAR	SKILL_AVATAR	COMMON
MR_INCREDIBLE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MR_INCREDIBLE_RED_AVATAR	SKILL_AVATAR	RARE
ELASTIGIRL_WHITE_AVATAR	SKILL_AVATAR	COMMON
ELASTIGIRL_GREEN_AVATAR	SKILL_AVATAR	COMMON
ELASTIGIRL_BLUE_AVATAR	SKILL_AVATAR	COMMON
ELASTIGIRL_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ELASTIGIRL_RED_AVATAR	SKILL_AVATAR	RARE
DASH_WHITE_AVATAR	SKILL_AVATAR	COMMON
DASH_GREEN_AVATAR	SKILL_AVATAR	COMMON
DASH_BLUE_AVATAR	SKILL_AVATAR	COMMON
DASH_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DASH_RED_AVATAR	SKILL_AVATAR	RARE
FROZONE_WHITE_AVATAR	SKILL_AVATAR	COMMON
FROZONE_GREEN_AVATAR	SKILL_AVATAR	COMMON
FROZONE_BLUE_AVATAR	SKILL_AVATAR	COMMON
FROZONE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FROZONE_RED_AVATAR	SKILL_AVATAR	RARE
JACK_JACK_WHITE_AVATAR	SKILL_AVATAR	COMMON
JACK_JACK_GREEN_AVATAR	SKILL_AVATAR	COMMON
JACK_JACK_BLUE_AVATAR	SKILL_AVATAR	COMMON
JACK_JACK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JACK_JACK_RED_AVATAR	SKILL_AVATAR	RARE
VIOLET_WHITE_AVATAR	SKILL_AVATAR	COMMON
VIOLET_GREEN_AVATAR	SKILL_AVATAR	COMMON
VIOLET_BLUE_AVATAR	SKILL_AVATAR	COMMON
VIOLET_PURPLE_AVATAR	SKILL_AVATAR	COMMON
VIOLET_RED_AVATAR	SKILL_AVATAR	RARE
JACK_SPARROW_WHITE_AVATAR	SKILL_AVATAR	COMMON
JACK_SPARROW_GREEN_AVATAR	SKILL_AVATAR	COMMON
JACK_SPARROW_BLUE_AVATAR	SKILL_AVATAR	COMMON
JACK_SPARROW_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JACK_SPARROW_RED_AVATAR	SKILL_AVATAR	RARE
HECTOR_BARBOSSA_WHITE_AVATAR	SKILL_AVATAR	COMMON
HECTOR_BARBOSSA_GREEN_AVATAR	SKILL_AVATAR	COMMON
HECTOR_BARBOSSA_BLUE_AVATAR	SKILL_AVATAR	COMMON
HECTOR_BARBOSSA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HECTOR_BARBOSSA_RED_AVATAR	SKILL_AVATAR	RARE
QUORRA_WHITE_AVATAR	SKILL_AVATAR	COMMON
QUORRA_GREEN_AVATAR	SKILL_AVATAR	COMMON
QUORRA_BLUE_AVATAR	SKILL_AVATAR	COMMON
QUORRA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
QUORRA_RED_AVATAR	SKILL_AVATAR	RARE
TIA_DALMA_WHITE_AVATAR	SKILL_AVATAR	COMMON
TIA_DALMA_GREEN_AVATAR	SKILL_AVATAR	COMMON
TIA_DALMA_BLUE_AVATAR	SKILL_AVATAR	COMMON
TIA_DALMA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
TIA_DALMA_RED_AVATAR	SKILL_AVATAR	RARE
KEVIN_FLYNN_WHITE_AVATAR	SKILL_AVATAR	COMMON
KEVIN_FLYNN_GREEN_AVATAR	SKILL_AVATAR	COMMON
KEVIN_FLYNN_BLUE_AVATAR	SKILL_AVATAR	COMMON
KEVIN_FLYNN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KEVIN_FLYNN_RED_AVATAR	SKILL_AVATAR	RARE
BUZZ_WHITE_AVATAR	SKILL_AVATAR	COMMON
BUZZ_GREEN_AVATAR	SKILL_AVATAR	COMMON
BUZZ_BLUE_AVATAR	SKILL_AVATAR	COMMON
BUZZ_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BUZZ_RED_AVATAR	SKILL_AVATAR	RARE
WOODY_WHITE_AVATAR	SKILL_AVATAR	COMMON
WOODY_GREEN_AVATAR	SKILL_AVATAR	COMMON
WOODY_BLUE_AVATAR	SKILL_AVATAR	COMMON
WOODY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
WOODY_RED_AVATAR	SKILL_AVATAR	RARE
JESSIE_WHITE_AVATAR	SKILL_AVATAR	COMMON
JESSIE_GREEN_AVATAR	SKILL_AVATAR	COMMON
JESSIE_BLUE_AVATAR	SKILL_AVATAR	COMMON
JESSIE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JESSIE_RED_AVATAR	SKILL_AVATAR	RARE
REX_WHITE_AVATAR	SKILL_AVATAR	COMMON
REX_GREEN_AVATAR	SKILL_AVATAR	COMMON
REX_BLUE_AVATAR	SKILL_AVATAR	COMMON
REX_PURPLE_AVATAR	SKILL_AVATAR	COMMON
REX_RED_AVATAR	SKILL_AVATAR	RARE
EMPEROR_ZURG_WHITE_AVATAR	SKILL_AVATAR	COMMON
EMPEROR_ZURG_GREEN_AVATAR	SKILL_AVATAR	COMMON
EMPEROR_ZURG_BLUE_AVATAR	SKILL_AVATAR	COMMON
EMPEROR_ZURG_PURPLE_AVATAR	SKILL_AVATAR	COMMON
EMPEROR_ZURG_RED_AVATAR	SKILL_AVATAR	RARE
SULLEY_WHITE_AVATAR	SKILL_AVATAR	COMMON
SULLEY_GREEN_AVATAR	SKILL_AVATAR	COMMON
SULLEY_BLUE_AVATAR	SKILL_AVATAR	COMMON
SULLEY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SULLEY_RED_AVATAR	SKILL_AVATAR	RARE
MIKE_WHITE_AVATAR	SKILL_AVATAR	COMMON
MIKE_GREEN_AVATAR	SKILL_AVATAR	COMMON
MIKE_BLUE_AVATAR	SKILL_AVATAR	COMMON
MIKE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MIKE_RED_AVATAR	SKILL_AVATAR	RARE
MERIDA_WHITE_AVATAR	SKILL_AVATAR	COMMON
MERIDA_GREEN_AVATAR	SKILL_AVATAR	COMMON
MERIDA_BLUE_AVATAR	SKILL_AVATAR	COMMON
MERIDA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MERIDA_RED_AVATAR	SKILL_AVATAR	RARE
WALL_E_WHITE_AVATAR	SKILL_AVATAR	COMMON
WALL_E_GREEN_AVATAR	SKILL_AVATAR	COMMON
WALL_E_BLUE_AVATAR	SKILL_AVATAR	COMMON
WALL_E_PURPLE_AVATAR	SKILL_AVATAR	COMMON
WALL_E_RED_AVATAR	SKILL_AVATAR	RARE
EVE_WHITE_AVATAR	SKILL_AVATAR	COMMON
EVE_GREEN_AVATAR	SKILL_AVATAR	COMMON
EVE_BLUE_AVATAR	SKILL_AVATAR	COMMON
EVE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
EVE_RED_AVATAR	SKILL_AVATAR	RARE
BEAST_WHITE_AVATAR	SKILL_AVATAR	COMMON
BEAST_GREEN_AVATAR	SKILL_AVATAR	COMMON
BEAST_BLUE_AVATAR	SKILL_AVATAR	COMMON
BEAST_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BEAST_RED_AVATAR	SKILL_AVATAR	RARE
BELLE_WHITE_AVATAR	SKILL_AVATAR	COMMON
BELLE_GREEN_AVATAR	SKILL_AVATAR	COMMON
BELLE_BLUE_AVATAR	SKILL_AVATAR	COMMON
BELLE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BELLE_RED_AVATAR	SKILL_AVATAR	RARE
GASTON_WHITE_AVATAR	SKILL_AVATAR	COMMON
GASTON_GREEN_AVATAR	SKILL_AVATAR	COMMON
GASTON_BLUE_AVATAR	SKILL_AVATAR	COMMON
GASTON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
GASTON_RED_AVATAR	SKILL_AVATAR	RARE
MAUI_WHITE_AVATAR	SKILL_AVATAR	COMMON
MAUI_GREEN_AVATAR	SKILL_AVATAR	COMMON
MAUI_BLUE_AVATAR	SKILL_AVATAR	COMMON
MAUI_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MAUI_RED_AVATAR	SKILL_AVATAR	RARE
MOANA_WHITE_AVATAR	SKILL_AVATAR	COMMON
MOANA_GREEN_AVATAR	SKILL_AVATAR	COMMON
MOANA_BLUE_AVATAR	SKILL_AVATAR	COMMON
MOANA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MOANA_RED_AVATAR	SKILL_AVATAR	RARE
STITCH_WHITE_AVATAR	SKILL_AVATAR	COMMON
STITCH_GREEN_AVATAR	SKILL_AVATAR	COMMON
STITCH_BLUE_AVATAR	SKILL_AVATAR	COMMON
STITCH_PURPLE_AVATAR	SKILL_AVATAR	COMMON
STITCH_RED_AVATAR	SKILL_AVATAR	RARE
MIGUEL_WHITE_AVATAR	SKILL_AVATAR	COMMON
MIGUEL_GREEN_AVATAR	SKILL_AVATAR	COMMON
MIGUEL_BLUE_AVATAR	SKILL_AVATAR	COMMON
MIGUEL_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MIGUEL_RED_AVATAR	SKILL_AVATAR	RARE
GENIE_WHITE_AVATAR	SKILL_AVATAR	COMMON
GENIE_GREEN_AVATAR	SKILL_AVATAR	COMMON
GENIE_BLUE_AVATAR	SKILL_AVATAR	COMMON
GENIE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
GENIE_RED_AVATAR	SKILL_AVATAR	RARE
ALADDIN_WHITE_AVATAR	SKILL_AVATAR	COMMON
ALADDIN_GREEN_AVATAR	SKILL_AVATAR	COMMON
ALADDIN_BLUE_AVATAR	SKILL_AVATAR	COMMON
ALADDIN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ALADDIN_RED_AVATAR	SKILL_AVATAR	RARE
HIRO_WHITE_AVATAR	SKILL_AVATAR	COMMON
HIRO_GREEN_AVATAR	SKILL_AVATAR	COMMON
HIRO_BLUE_AVATAR	SKILL_AVATAR	COMMON
HIRO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HIRO_RED_AVATAR	SKILL_AVATAR	RARE
BAYMAX_WHITE_AVATAR	SKILL_AVATAR	COMMON
BAYMAX_GREEN_AVATAR	SKILL_AVATAR	COMMON
BAYMAX_BLUE_AVATAR	SKILL_AVATAR	COMMON
BAYMAX_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BAYMAX_RED_AVATAR	SKILL_AVATAR	RARE
HADES_WHITE_AVATAR	SKILL_AVATAR	COMMON
HADES_GREEN_AVATAR	SKILL_AVATAR	COMMON
HADES_BLUE_AVATAR	SKILL_AVATAR	COMMON
HADES_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HADES_RED_AVATAR	SKILL_AVATAR	RARE
MALEFICENT_WHITE_AVATAR	SKILL_AVATAR	COMMON
MALEFICENT_GREEN_AVATAR	SKILL_AVATAR	COMMON
MALEFICENT_BLUE_AVATAR	SKILL_AVATAR	COMMON
MALEFICENT_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MALEFICENT_RED_AVATAR	SKILL_AVATAR	RARE
URSULA_WHITE_AVATAR	SKILL_AVATAR	COMMON
URSULA_GREEN_AVATAR	SKILL_AVATAR	COMMON
URSULA_BLUE_AVATAR	SKILL_AVATAR	COMMON
URSULA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
URSULA_RED_AVATAR	SKILL_AVATAR	RARE
SCAR_WHITE_AVATAR	SKILL_AVATAR	COMMON
SCAR_GREEN_AVATAR	SKILL_AVATAR	COMMON
SCAR_BLUE_AVATAR	SKILL_AVATAR	COMMON
SCAR_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SCAR_RED_AVATAR	SKILL_AVATAR	RARE
MICKEY_MOUSE_WHITE_AVATAR	SKILL_AVATAR	COMMON
MICKEY_MOUSE_GREEN_AVATAR	SKILL_AVATAR	COMMON
MICKEY_MOUSE_BLUE_AVATAR	SKILL_AVATAR	COMMON
MICKEY_MOUSE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MICKEY_MOUSE_RED_AVATAR	SKILL_AVATAR	RARE
SHANK_WHITE_AVATAR	SKILL_AVATAR	COMMON
SHANK_GREEN_AVATAR	SKILL_AVATAR	COMMON
SHANK_BLUE_AVATAR	SKILL_AVATAR	COMMON
SHANK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SHANK_RED_AVATAR	SKILL_AVATAR	RARE
JACK_SKELLINGTON_WHITE_AVATAR	SKILL_AVATAR	COMMON
JACK_SKELLINGTON_GREEN_AVATAR	SKILL_AVATAR	COMMON
JACK_SKELLINGTON_BLUE_AVATAR	SKILL_AVATAR	COMMON
JACK_SKELLINGTON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JACK_SKELLINGTON_RED_AVATAR	SKILL_AVATAR	RARE
SALLY_WHITE_AVATAR	SKILL_AVATAR	COMMON
SALLY_GREEN_AVATAR	SKILL_AVATAR	COMMON
SALLY_BLUE_AVATAR	SKILL_AVATAR	COMMON
SALLY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SALLY_RED_AVATAR	SKILL_AVATAR	RARE
ELSA_WHITE_AVATAR	SKILL_AVATAR	COMMON
ELSA_GREEN_AVATAR	SKILL_AVATAR	COMMON
ELSA_BLUE_AVATAR	SKILL_AVATAR	COMMON
ELSA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ELSA_RED_AVATAR	SKILL_AVATAR	RARE
OLAF_WHITE_AVATAR	SKILL_AVATAR	COMMON
OLAF_GREEN_AVATAR	SKILL_AVATAR	COMMON
OLAF_BLUE_AVATAR	SKILL_AVATAR	COMMON
OLAF_PURPLE_AVATAR	SKILL_AVATAR	COMMON
OLAF_RED_AVATAR	SKILL_AVATAR	RARE
DARKWING_DUCK_WHITE_AVATAR	SKILL_AVATAR	COMMON
DARKWING_DUCK_GREEN_AVATAR	SKILL_AVATAR	COMMON
DARKWING_DUCK_BLUE_AVATAR	SKILL_AVATAR	COMMON
DARKWING_DUCK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DARKWING_DUCK_RED_AVATAR	SKILL_AVATAR	RARE
MAD_HATTER_WHITE_AVATAR	SKILL_AVATAR	COMMON
MAD_HATTER_GREEN_AVATAR	SKILL_AVATAR	COMMON
MAD_HATTER_BLUE_AVATAR	SKILL_AVATAR	COMMON
MAD_HATTER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MAD_HATTER_RED_AVATAR	SKILL_AVATAR	RARE
ALICE_WHITE_AVATAR	SKILL_AVATAR	COMMON
ALICE_GREEN_AVATAR	SKILL_AVATAR	COMMON
ALICE_BLUE_AVATAR	SKILL_AVATAR	COMMON
ALICE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ALICE_RED_AVATAR	SKILL_AVATAR	RARE
QUEEN_OF_HEARTS_WHITE_AVATAR	SKILL_AVATAR	COMMON
QUEEN_OF_HEARTS_GREEN_AVATAR	SKILL_AVATAR	COMMON
QUEEN_OF_HEARTS_BLUE_AVATAR	SKILL_AVATAR	COMMON
QUEEN_OF_HEARTS_PURPLE_AVATAR	SKILL_AVATAR	COMMON
QUEEN_OF_HEARTS_RED_AVATAR	SKILL_AVATAR	RARE
ANGER_WHITE_AVATAR	SKILL_AVATAR	COMMON
ANGER_GREEN_AVATAR	SKILL_AVATAR	COMMON
ANGER_BLUE_AVATAR	SKILL_AVATAR	COMMON
ANGER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ANGER_RED_AVATAR	SKILL_AVATAR	RARE
JOY_WHITE_AVATAR	SKILL_AVATAR	COMMON
JOY_GREEN_AVATAR	SKILL_AVATAR	COMMON
JOY_BLUE_AVATAR	SKILL_AVATAR	COMMON
JOY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JOY_RED_AVATAR	SKILL_AVATAR	RARE
HERCULES_WHITE_AVATAR	SKILL_AVATAR	COMMON
HERCULES_GREEN_AVATAR	SKILL_AVATAR	COMMON
HERCULES_BLUE_AVATAR	SKILL_AVATAR	COMMON
HERCULES_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HERCULES_RED_AVATAR	SKILL_AVATAR	RARE
MEGARA_WHITE_AVATAR	SKILL_AVATAR	COMMON
MEGARA_GREEN_AVATAR	SKILL_AVATAR	COMMON
MEGARA_BLUE_AVATAR	SKILL_AVATAR	COMMON
MEGARA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MEGARA_RED_AVATAR	SKILL_AVATAR	RARE
MERLIN_WHITE_AVATAR	SKILL_AVATAR	COMMON
MERLIN_GREEN_AVATAR	SKILL_AVATAR	COMMON
MERLIN_BLUE_AVATAR	SKILL_AVATAR	COMMON
MERLIN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MERLIN_RED_AVATAR	SKILL_AVATAR	RARE
ROBIN_HOOD_WHITE_AVATAR	SKILL_AVATAR	COMMON
ROBIN_HOOD_GREEN_AVATAR	SKILL_AVATAR	COMMON
ROBIN_HOOD_BLUE_AVATAR	SKILL_AVATAR	COMMON
ROBIN_HOOD_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ROBIN_HOOD_RED_AVATAR	SKILL_AVATAR	RARE
GOOFY_WHITE_AVATAR	SKILL_AVATAR	COMMON
GOOFY_GREEN_AVATAR	SKILL_AVATAR	COMMON
GOOFY_BLUE_AVATAR	SKILL_AVATAR	COMMON
GOOFY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
GOOFY_RED_AVATAR	SKILL_AVATAR	RARE
DUKE_CABOOM_WHITE_AVATAR	SKILL_AVATAR	COMMON
DUKE_CABOOM_GREEN_AVATAR	SKILL_AVATAR	COMMON
DUKE_CABOOM_BLUE_AVATAR	SKILL_AVATAR	COMMON
DUKE_CABOOM_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DUKE_CABOOM_RED_AVATAR	SKILL_AVATAR	RARE
DUCKY_AND_BUNNY_WHITE_AVATAR	SKILL_AVATAR	COMMON
DUCKY_AND_BUNNY_GREEN_AVATAR	SKILL_AVATAR	COMMON
DUCKY_AND_BUNNY_BLUE_AVATAR	SKILL_AVATAR	COMMON
DUCKY_AND_BUNNY_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DUCKY_AND_BUNNY_RED_AVATAR	SKILL_AVATAR	RARE
BO_PEEP_WHITE_AVATAR	SKILL_AVATAR	COMMON
BO_PEEP_GREEN_AVATAR	SKILL_AVATAR	COMMON
BO_PEEP_BLUE_AVATAR	SKILL_AVATAR	COMMON
BO_PEEP_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BO_PEEP_RED_AVATAR	SKILL_AVATAR	RARE
PETER_PAN_WHITE_AVATAR	SKILL_AVATAR	COMMON
PETER_PAN_GREEN_AVATAR	SKILL_AVATAR	COMMON
PETER_PAN_BLUE_AVATAR	SKILL_AVATAR	COMMON
PETER_PAN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
PETER_PAN_RED_AVATAR	SKILL_AVATAR	RARE
RAFIKI_WHITE_AVATAR	SKILL_AVATAR	COMMON
RAFIKI_GREEN_AVATAR	SKILL_AVATAR	COMMON
RAFIKI_BLUE_AVATAR	SKILL_AVATAR	COMMON
RAFIKI_PURPLE_AVATAR	SKILL_AVATAR	COMMON
RAFIKI_RED_AVATAR	SKILL_AVATAR	RARE
JAFAR_WHITE_AVATAR	SKILL_AVATAR	COMMON
JAFAR_GREEN_AVATAR	SKILL_AVATAR	COMMON
JAFAR_BLUE_AVATAR	SKILL_AVATAR	COMMON
JAFAR_PURPLE_AVATAR	SKILL_AVATAR	COMMON
